market_slug,condition_id,token_ids,identity_source,gamma_status,trade_fetch_status,trade_rows_raw,trade_rows_matched,trade_identity_mismatch_count,trade_error_code,trade_error_endpoint,price_fetch_status,price_points,price_error_code,price_error_endpoint,gamma_error_code,gamma_error_endpoint,cache_used,fetch_status,error_code,error_stage,error_endpoint,error_message,market_start_epoch,sample_group,weekend_et,sample_frame_start,sample_frame_end,local_date,local_hour,time_bucket,week_index
btc-updown-15m-1787554800,0x53277e8f5047dc00d793013d261b9ab04feb48ebb1a1396ace2a2e7d72ea3295,"[""77464977439191961310779126570487925467665034997827301271181770153332982810156"", ""101215473402883115449445145789651205901996970322360879524652284766037879555425""]",GAMMA,success,success,691,653,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1787554800,weekday,False,2026-07-27,2026-09-20,2026-08-24,3,00-06,4
btc-updown-15m-1787662800,0xd0b841321d8acc2c586ab4388a841e0716aa8c15ed3d89d2b74ea2ba7e9128a3,"[""6085910964752414122944227272287414630934753891155202373343427486945274134751"", ""74560510404816804524565083987321206387663154151573119973072789721780933144703""]",GAMMA,success,success,1375,1352,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1787662800,weekday,False,2026-07-27,2026-09-20,2026-08-25,9,06-12,4
btc-updown-15m-1787770800,0x33a948ecbf74982eef939059afee0056ff46d7c0c53427948a55794e7f7a33ea,"[""36279598416588076811594567231900574155852919307592909324055028641156087941693"", ""92702858341104524258780841228327622141726868216847111930245019125953264725853""]",GAMMA,success,success,896,881,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1787770800,weekday,False,2026-07-27,2026-09-20,2026-08-26,15,12-18,4
btc-updown-15m-1787792400,0x25897bcbe874b57bf6c3984109842fa6394a89ca0d03c7aebf555a1b945a1698,"[""39238803445033075054820947944715175120922905428450132079239272332307844835366"", ""47439438606230091916426397979012832806610672483620790331592083611848143692565""]",GAMMA,success,success,3339,3318,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1787792400,weekday,False,2026-07-27,2026-09-20,2026-08-26,21,18-24,4
btc-updown-15m-1787814000,0xcd71a2a8cb721d2fd02991628d0a94a2f129f4ef04b1a4cc480f9e7043093e57,"[""114964160623054690596849454909999153411811239638761101743523051877974740417007"", ""33476380804883430319344464574311219062060061176116347500532767630901414623669""]",GAMMA,success,success,912,889,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1787814000,weekday,False,2026-07-27,2026-09-20,2026-08-27,3,00-06,4
btc-updown-15m-1787922000,0x2cf2ee75b4d516b2b187f71353a9fe41b5848b054f29a770a7e95bc1050d3b52,"[""2395801601200665528539010623540037559718112108512354002546159312808388537285"", ""66805450698440210589413094445757427634945639492455738464839127534328126507024""]",GAMMA,success,success,918,893,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1787922000,weekday,False,2026-07-27,2026-09-20,2026-08-28,9,06-12,4
btc-updown-15m-1787986800,0x47b00d23ea3cc98051ebedcdce5310920d168d83946d03cf48661eb0820498e2,"[""25478011743737611412396546881682700495076623241483280891381710440329178533386"", ""21721383818515072939678573613398722217769183867111943764247737245265450549453""]",GAMMA,success,success,921,901,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1787986800,weekend,True,2026-07-27,2026-09-20,2026-08-29,3,00-06,4
btc-updown-15m-1788008400,0x211249e379c6ac697b7faa7adb9db9a2abbda34e6985a7a37386aa120cd5b191,"[""71426290324882517392480713157881286570913266535441770968342581223104128478742"", ""23141577198645623296652680101277262778330623344566975009691225585810611166120""]",GAMMA,success,success,738,705,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788008400,weekend,True,2026-07-27,2026-09-20,2026-08-29,9,06-12,4
btc-updown-15m-1788030000,0x34a1cdacdd0d6a5f1a546b7a4850d6d1b2759a4bf2768da94cff80464055e9b6,"[""106560282677185948879435962360786346497798556040911675031332549669131648096058"", ""26297247500461079087668461361737777665429970040938169946507231678627188255003""]",GAMMA,success,success,617,585,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788030000,weekend,True,2026-07-27,2026-09-20,2026-08-29,15,12-18,4
btc-updown-15m-1788094800,0x6e2995f16e1613562aec3c2093fcb0b07a45c3ed0e5f414ab513834b379cc898,"[""109308828119359683191337234075064530457561785623959951351856933453386815595244"", ""66943411929976524640265167427922534213568913394186608050918907346613386786764""]",GAMMA,success,success,935,904,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788094800,weekend,True,2026-07-27,2026-09-20,2026-08-30,9,06-12,4
btc-updown-15m-1788116400,0x072026b85882ee8c8d22de3f2e9a41a7368d84cf59826912c349d531277e4fe0,"[""46658140808284652474455490642135513869116656986350974612120587967041803130021"", ""73644710026794053881635374508325288391388854551360600853790269668393033531706""]",GAMMA,success,success,865,855,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788116400,weekend,True,2026-07-27,2026-09-20,2026-08-30,15,12-18,4
btc-updown-15m-1788138000,0x1faa482a46a8ec602b5469289c762d142bd1041b7a6678c11290a52a6c6c646c,"[""6001656257473273254685419645661888243432161370845990720184094248867802799940"", ""95594902564482780133132606607320352512172946429349581438150474436473203778058""]",GAMMA,success,success,64,64,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788138000,weekend,True,2026-07-27,2026-09-20,2026-08-30,21,18-24,4
btc-updown-15m-1788202800,0x3ecf9566e59e5911d8187ee3f9825e160edde52441b5c9b28662b59920b54bbd,"[""850059472985922837324193939175096545488239063561269944717044831411439640850"", ""107644882245016856416869675105309719759315773437185547290582643241306581934595""]",GAMMA,success,success,951,907,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788202800,weekday,False,2026-07-27,2026-09-20,2026-08-31,15,12-18,5
btc-updown-15m-1788289200,0x967b6d6ad28cee987c0dcefe9d7d68de21cc47c0e71129319aac6ef89f564495,"[""104435567954410841996521836341026526581918914281287642847666095288347535472827"", ""81092258211027075165279320427318199492021933751563937129896977133750404112253""]",GAMMA,success,success,1174,1124,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788289200,weekday,False,2026-07-27,2026-09-20,2026-09-01,15,12-18,5
btc-updown-15m-1788310800,0x9caa28a3ac26294e3157706a7528da4cd43a33fdddffd1353971f72f6806a9ee,"[""36211553260283012814986855956625444385129262273732200931984422143981330741464"", ""48119904999398680253662692362959939100744797137896026795323025061595076719486""]",GAMMA,success,success,1156,1130,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788310800,weekday,False,2026-07-27,2026-09-20,2026-09-01,21,18-24,5
btc-updown-15m-1788332400,0x3e3a97211013061345108828eb23a7fab254014751a8cd7697d3f6fcc7c5ca8c,"[""92427198027148345859317974089192434111698154532200670047738321977325646633838"", ""4725468600830265055566929280218538141398031777406836088676832548790188137449""]",GAMMA,success,success,739,714,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788332400,weekday,False,2026-07-27,2026-09-20,2026-09-02,3,00-06,5
btc-updown-15m-1788440400,0x4cf50d23e28e87cc1e0d98d2d55cd3a402752a2a39bbaf66607da9093b03f12c,"[""29095515788987548552250943353857835988225565880491442924512239015955492096224"", ""45901543284534660350544551245203159704797565386159853601914141899157335347748""]",GAMMA,success,success,500,434,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788440400,weekday,False,2026-07-27,2026-09-20,2026-09-03,9,06-12,5
btc-updown-15m-1788526800,0x479807720b15c0134df48a62aee2af0bbba94ad673cc89b60e80f4c81ab122f2,"[""5628729367256888990838527511915892043324333978158439248234098628282149394513"", ""95211411201016560997084303660698552472574268571770023139418682343719738580983""]",GAMMA,success,success,1237,1185,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788526800,weekday,False,2026-07-27,2026-09-20,2026-09-04,9,06-12,5
btc-updown-15m-1788591600,0xacb9fd15a896e862fbe2ae41e11c430b84aa528a95d8f73d84c1042c1d8edf53,"[""55359910311312285193946544731832535033049252085924294583112058610959629911757"", ""51691579253073671163757193096818472694750334853189113025093329765708442398082""]",GAMMA,success,success,717,694,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788591600,weekend,True,2026-07-27,2026-09-20,2026-09-05,3,00-06,5
btc-updown-15m-1788634800,0xd83b6ac4acd77268d7152b1e960d47153305982487af96ba274b645497f35c1a,"[""5549700053024449385279741982943621287777844588110839644188788107578535338947"", ""83321281729148806685596732339615789174346678988771431160701071252994225723107""]",GAMMA,success,success,585,567,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788634800,weekend,True,2026-07-27,2026-09-20,2026-09-05,15,12-18,5
btc-updown-15m-1788656400,0x129f0ddd7cd139264dd745036b468fd22016ba0866dc45edf01dec94c078b5c4,"[""105488206794607455716508261123359141517053411133255531026735256537099861842155"", ""64165257076162007725494821609586866547390462959697693154912451525948543552687""]",GAMMA,success,success,632,614,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788656400,weekend,True,2026-07-27,2026-09-20,2026-09-05,21,18-24,5
btc-updown-15m-1788678000,0xdc200efdbf5e1f8262529d5e89d282b6ebcc8938ac7401e7fc16b8c34038e3e8,"[""54284251572635091597004105569938435788190699571971179327637413105835956800209"", ""71641474267339067275656491394184418221530130032888686562786000746160421305105""]",GAMMA,success,success,679,632,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788678000,weekend,True,2026-07-27,2026-09-20,2026-09-06,3,00-06,5
btc-updown-15m-1788699600,0x076e19156f33236b5803bc6596f7a9e2414d46f4ba5c064ebb68f948c0553468,"[""30198196812508427070827207804586148064951457803361211069830904499608305793086"", ""43975190173740175442151965362333081744268143527879753971619843280722274616366""]",GAMMA,success,success,895,872,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788699600,weekend,True,2026-07-27,2026-09-20,2026-09-06,9,06-12,5
btc-updown-15m-1788742800,0x460e73c2be7ff21a950fc991ac4d0733ff0c173aee9d0c009882afd623188c04,"[""5163639190574011601207499181760178586398965498075283138402366367976739497066"", ""83670432713843479383668462650936503672172921001683852322364331274085846645580""]",GAMMA,success,success,883,867,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788742800,weekend,True,2026-07-27,2026-09-20,2026-09-06,21,18-24,5
btc-updown-15m-1788807600,0xbc8275c641825811b57a7b457e484fdf57675ca9781f90565c4637d3c05110b9,"[""7412322745746266365145858857096819106948290594721567399741685315714836248533"", ""86973631928535099075169448356697574183783338736445574064115522813371015763331""]",MIXED_VALIDATED,success,success,675,644,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788807600,weekday,False,2026-07-27,2026-09-20,2026-09-07,15,12-18,6
btc-updown-15m-1788829200,0xfd9581128505222431917317cf73b6d30c49d95f60e93f23a9b258c0153c7fb1,"[""39805000005122439570041114593107802565682623569649404290804054633415468833406"", ""57501612743187920610817895557718538977982319821904639482882788086312354914075""]",GAMMA,success,success,908,883,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788829200,weekday,False,2026-07-27,2026-09-20,2026-09-07,21,18-24,6
btc-updown-15m-1788850800,0xc79ad9d36b245318184c3a04f6f87a36fab5c6bb4c3b18f5fb81a47915a3f555,"[""17332929588396622395489407856204821917061943639785210991196267366789675218663"", ""23496574263401069774120114756015627177002298785316135997364707031299616575825""]",GAMMA,success,success,662,622,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788850800,weekday,False,2026-07-27,2026-09-20,2026-09-08,3,00-06,6
btc-updown-15m-1788937200,0xf86373a78e44ce0e58a4f994678282c9ce74760182c767f8190af785d9703929,"[""98303254904599904151430382844327329931469616006419218825938181031939981094533"", ""99732236162453474455118871781640005140189043806118289109905903432427987912074""]",GAMMA,success,success,586,576,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1788937200,weekday,False,2026-07-27,2026-09-20,2026-09-09,3,00-06,6
btc-updown-15m-1789045200,0x04977a733173af4c6399deb690a71015843a40ec5331827288aa7358fc3c8509,"[""34022286240930943329751270125928299285711095330824455082077148988495310860581"", ""57323926388342537956157922536850433698847967357230101200763331289676387230870""]",MIXED_VALIDATED,success,success,1495,1422,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789045200,weekday,False,2026-07-27,2026-09-20,2026-09-10,9,06-12,6
btc-updown-15m-1789153200,0xb8d375a1ca6a6b6834670bf516b4b1f4bf9bc74e53185f6070f46bd5ebad65a6,"[""106750101598239770489255422985584860661710515642378954922752377368333508448476"", ""50339972930623338722389094406520385212049774319619880375957998225337472374104""]",MIXED_VALIDATED,success,success,665,630,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789153200,weekday,False,2026-07-27,2026-09-20,2026-09-11,15,12-18,6
btc-updown-15m-1789174800,0x952d3dcc5d71bd8c78493e8ead1994f2535b04f72217e3c1433db2be12094056,"[""99237333072450590123510737487415917066368948994741287408420635238924410773644"", ""10367712655385980890781430869518871875215248666776197632221894407160566405216""]",GAMMA,success,success,636,617,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789174800,weekday,False,2026-07-27,2026-09-20,2026-09-11,21,18-24,6
btc-updown-15m-1789196400,0x691e77ce0dbc25ec1483cff7582f496f4f02bbb6ff3e3b00293698b3344282ae,"[""44188951199225260059070269067576957972038553993567599246555398972616915895225"", ""93703991944308772965679280562249562094099670119575771237121743405661253017262""]",GAMMA,success,success,428,402,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789196400,weekend,True,2026-07-27,2026-09-20,2026-09-12,3,00-06,6
btc-updown-15m-1789218000,0x8ab70a2d1613de823fed7c584643fcb3a19034c6de337d032141e952ce608f43,"[""24974336914485964515748457351812896631756966088740239396557573636719415465935"", ""94495051581347320105658469069385797418159539057307463826287775344490500344902""]",GAMMA,success,success,4100,4050,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789218000,weekend,True,2026-07-27,2026-09-20,2026-09-12,9,06-12,6
btc-updown-15m-1789239600,0xf47723839819c355b3464248cc7391d27ad715dc09ed924c4135e6cc48a3b770,"[""80708869884203391898374988881916165045663760396016454749199713535392751952244"", ""50004362827863098980922588243027238508799077247928682272694172727124552944860""]",GAMMA,success,success,1170,1143,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789239600,weekend,True,2026-07-27,2026-09-20,2026-09-12,15,12-18,6
btc-updown-15m-1789261200,0xa556078de5a1f7e5d17a9be303f3b7f1ef8759cd8b2cfb2dc7a2edb9e00e352e,"[""57053361047943158747252156813659877527857843060291173534524380174981527805909"", ""50899723158612215112753392723480392295151141347254665379408198087088035020223""]",GAMMA,success,success,1459,1421,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789261200,weekend,True,2026-07-27,2026-09-20,2026-09-12,21,18-24,6
btc-updown-15m-1789282800,0x088b7f961cae1ad230d4b34487bd8f3f536838c6093e89874e0cb27807170793,"[""82793539845203401957533465912124880780971853312500715159019306305627394608710"", ""57406886559425353883718489174579990645355450552792614788756516174631113986297""]",GAMMA,success,success,741,685,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789282800,weekend,True,2026-07-27,2026-09-20,2026-09-13,3,00-06,6
btc-updown-15m-1789304400,0x2bd93a515845bdf6ede10a6d08905a6129111ae81d26b1bae3a764c9bcd2fb40,"[""28929009231309055489850893273225402707760424512266470457274730916969901063855"", ""82807110695919821280307347056719136747184839859392764890079945339752192457945""]",GAMMA,success,success,663,639,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789304400,weekend,True,2026-07-27,2026-09-20,2026-09-13,9,06-12,6
btc-updown-15m-1789326000,0x7743c71974bbbfd9b5fbb2147e1e8e3aa7de2ab851d67d4879a79cc15304dcd3,"[""85210783114977931349456923224658297107062636595375616438251644745279720872389"", ""13598414527336607696044467303702710410427049630966583649496787641270928895901""]",GAMMA,success,success,656,624,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789326000,weekend,True,2026-07-27,2026-09-20,2026-09-13,15,12-18,6
btc-updown-15m-1789434000,0xf59214294d2a4bc73c0e940e38b597fb295d48fd3581828afaf2b0f6d381fe74,"[""6944900791602294101372500887169047395077639301242477062529462643810510380660"", ""73614699737861077499913088480563660201548668711131275495082545816549269111645""]",GAMMA,success,success,682,637,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789434000,weekday,False,2026-07-27,2026-09-20,2026-09-14,21,18-24,7
btc-updown-15m-1789455600,0xc0aae2270c296c19ac941cf77b76128228ac0be544b9f1e37bde7dda77b7c206,"[""27346385519537666289384865260770076425975215893538751014278016018192463823542"", ""19179860822397763617841978940985406681528483286917576003678413274381855738442""]",GAMMA,success,success,925,887,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789455600,weekday,False,2026-07-27,2026-09-20,2026-09-15,3,00-06,7
btc-updown-15m-1789563600,0x7ffc0a0295c04be74c1a648f623d7c38609b659dc52dde317236a0001de7c87e,"[""81965859506438890973963583176923913905256799560589469435575099554157297169029"", ""86730961767545251192388929163021313703365435333997677052083775238408866330418""]",GAMMA,success,success,562,524,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789563600,weekday,False,2026-07-27,2026-09-20,2026-09-16,9,06-12,7
btc-updown-15m-1789671600,0x54fa52a692ba94c9360d15d38a3ecc65b085c10b9a1086d964d34eb14c6ee7df,"[""21507733414977413337499724619944623254145492702243004792646988599890142783215"", ""34731823581860627824200952931483054294636966227033096130845352394667678036631""]",GAMMA,success,success,654,631,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789671600,weekday,False,2026-07-27,2026-09-20,2026-09-17,15,12-18,7
btc-updown-15m-1789693200,0xeb5fd6bbaa0f13b3f956dabbb8838db99b71a88ff651ae22e7e371bb56204b15,"[""108514685879603107173635604692036869455546995818118221358485868341532532354323"", ""90264305826951257144736005104435934143513342921941183840755921174463020269663""]",GAMMA,success,success,1561,1537,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789693200,weekday,False,2026-07-27,2026-09-20,2026-09-17,21,18-24,7
btc-updown-15m-1789714800,0xe6c7cf06f346e829b3adb1919877d148d32847d54692c68af9d6717bb3189f9e,"[""90455821621918499376086763425295717162998975178625285901247937581586806527074"", ""76893446593529091044712612516903629113937409896807216027297349073271293031581""]",GAMMA,success,success,1148,1132,0,,,success,8,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789714800,weekday,False,2026-07-27,2026-09-20,2026-09-18,3,00-06,7
btc-updown-15m-1789801200,0x7f16887563f88dc2e4fe6b13de77a35afb5326e0c50f04f9612e31d2820152f9,"[""95309966042825576120484859694854717611188032454694383085939780289754155065387"", ""27974783795174394750846494270329836129695824829919322566097234627669676879967""]",GAMMA,success,success,383,373,0,,,success,32,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789801200,weekend,True,2026-07-27,2026-09-20,2026-09-19,3,00-06,7
btc-updown-15m-1789844400,0xeae9ff39712af822c614fec8717044adcbb2767bbfb7508c8c9fe99e0940cd37,"[""521663083615478121071552512830405630873374301349860884690332926304636742668"", ""59758024668813857520750141867314430659512917927332466030055970124389240343349""]",GAMMA,success,success,756,744,0,,,success,32,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789844400,weekend,True,2026-07-27,2026-09-20,2026-09-19,15,12-18,7
btc-updown-15m-1789866000,0x914f7a8c5627c15f86c5c86e45aa1d81731b507abfebecdb4d7251e517d87207,"[""19475104294566257495492313399377028822148889900568139417615283379928702354264"", ""91732215869860255340394872161244687810446872024189656319368598990013520425760""]",GAMMA,success,success,538,493,0,,,success,32,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789866000,weekend,True,2026-07-27,2026-09-20,2026-09-19,21,18-24,7
btc-updown-15m-1789887600,0x40dd7281e27eb605ffef8ad1e5a8755f069218b9eb3fb8927f8d85fbcbc2f830,"[""64114712920342205707673800535645270138097245152772202532668892047395525865744"", ""42331308210157206862988516322589431889425474249319653202745731661025032829114""]",GAMMA,success,success,736,705,0,,,success,32,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789887600,weekend,True,2026-07-27,2026-09-20,2026-09-20,3,00-06,7
btc-updown-15m-1789909200,0x220d9c9018f54eef1aef87117aba44af511a6a063de28d363ba325412454d07c,"[""73607001038420950970392769219084673215259657528065685208963935900242777967538"", ""34460519966824960016533744721795048796609127216407610662096508964132068673120""]",GAMMA,success,success,661,634,0,,,success,32,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789909200,weekend,True,2026-07-27,2026-09-20,2026-09-20,9,06-12,7
btc-updown-15m-1789952400,0xdb0dcf262aec630b37bf6ef0994adc0cf9183a50a1f9febc7a43da4cbacff9e2,"[""15869473789492182003849738805296243153386250539410108135080963377770320454983"", ""67588703511318400232508905896625424544253955965949536572755012096410423085508""]",GAMMA,success,success,411,400,0,,,success,32,,,,,True,SUCCESS_PUBLIC_HISTORY,,,,,1789952400,weekend,True,2026-07-27,2026-09-20,2026-09-20,21,18-24,7
