market_slug,instrument_id,run_id,entry_source,entry_price,exit_price,qty,hold_sec,pnl,exit_reason,weekend_et,weekend_utc,entry_slippage,exit_slippage,time_to_resolution_sec
btc-updown-15m-1788882300,0x279979d91f3bd9ad5eee9b780c62667f6170a94a76dadfe4947e4ef40b61d42f-46455259813213633314306350560074460762489991104223838002036891589753702754836.POLYMARKET,run_1788881071_16b48429,unmatched_inventory_history,,0.64,10.141362,,6.382802543394817,outcome_fast_follow_reversal,False,False,,0.0,
btc-updown-15m-1788955200,0xd8f641ba4ed57c0006cd56006d59ab3f441292aa53619f8b031c424658df08be-44245793776775665746190833287648642990261003932336448513135212557757185052560.POLYMARKET,run_1788954525_5165c9e3,unmatched_inventory_history,,0.97,5.562332,,0.8343498,,False,False,,0.0,
btc-updown-15m-1789042500,0xc6fb5427e93aef0669b0f127a563d3fa196e40f5c4acab8c52ce87c96ad9acd8-7697385365869990735206298901277247705988851517179339187393620621685502217080.POLYMARKET,run_1789040817_e7789764,outcome_fast_follow,0.88,0.97,5.458182,378.583411,0.49123638,,False,False,0.0,0.0,546.3908059597015
btc-updown-15m-1789045200,0x04977a733173af4c6399deb690a71015843a40ec5331827288aa7358fc3c8509-57323926388342537956157922536850433698847967357230101200763331289676387230870.POLYMARKET,run_1789044697_07897e6f,outcome_fast_follow,0.89,0.04,5.522586,198.614812,-4.694808853830912,offside_near_close,False,False,-0.010000000000000009,0.019999999999999997,260.4821400642395
btc-updown-15m-1789046100,0x05605d11fd2c76e34c5345e187937812fc427771962bea50bb155bcb6d58aca4-111114097344078426059509941521746227069792247645538568238067242233938753263851.POLYMARKET,run_1789044697_07897e6f,outcome_fast_follow,0.75,0.97,5.787464,370.536998,1.27324208,,False,False,-0.050000000000000044,0.0,498.52445006370544
btc-updown-15m-1789051500,0x5785f6365c3bfa8bb7f75aacb85b45c81b1a903e8b01a930283885a6a20e91d3-92976378603322901461781119375416814181094794114880412412586228534429103325623.POLYMARKET,run_1789049070_6ff3c321,outcome_fast_follow,0.7,0.97,7.27,214.240396,1.9629,,False,False,0.0,0.0,434.5276620388031
btc-updown-15m-1789052400,0x5e65300019a0ce7c25f6f087101f8e73d1bbc18f9b364ec462530ce7d2735c92-110845505512817174718152644201669940505384312767964789681218885406776591706428.POLYMARKET,run_1789052696_9f8e0884,outcome_fast_follow,0.8,0.97,5.43664,100.89297,0.9242288,,False,False,0.0,0.0,196.65580892562866
btc-updown-15m-1789053300,0x58609ab4fa1e67924fd93baa43c6f8f1e9390914cf3a986428162e90e3c9bc8d-70910682250766253503283693416193730498081851992634291739646422786706785701098.POLYMARKET,run_1789052696_9f8e0884,outcome_fast_follow,0.74,0.97,5.458855,353.389379,1.25553665,,False,False,0.0,0.0,714.015988111496
btc-updown-15m-1789054200,0x3b25efb06baadfb1b98abe114b4c0383b1f3cb313a18ce171e686c09216ae400-112287187494614208179712778869709646806779927263047884358888473756965608986243.POLYMARKET,run_1789052696_9f8e0884,outcome_fast_follow,0.88,0.97,5.582232,69.193289,0.50240088,,False,False,-0.020000000000000018,0.0,501.7129330635071
btc-updown-15m-1789056000,0xcea5d06410bc7dd2763f799e685e3518aa38045ea3e98a67c2ffbacfb1876124-112210344831971794273661011357643463032417581613172331242889750469801211963251.POLYMARKET,run_1789052696_9f8e0884,outcome_fast_follow,0.79,0.97,5.503091,287.657512,0.99055638,,False,False,-0.010000000000000009,0.0,706.1929109096527
btc-updown-15m-1789140600,0xe4ddcca996be73de5992e7e5e3813db131533c505babd1fd9ad316551c119252-35244619115292700141037218763773395170126082764871982128415335623736789575664.POLYMARKET,run_1789139786_e607c3d1,outcome_fast_follow,0.63,0.39,10.300366,255.311009,-2.540896674564912,invalidation_recovery,False,False,-0.030000000000000027,-0.030000000000000027,686.3133211135864
btc-updown-15m-1789141500,0xd43f5a98ab9d83e9f7d847af749340d27e824743a21e25337340942587e38414-44355296160661310524286461098052234353387814524822799030007187330414598932933.POLYMARKET,run_1789139786_e607c3d1,outcome_fast_follow,0.9,0.97,5.46436,77.669232,0.38250520000000005,,False,False,0.0,0.0,554.4450099468231
btc-updown-15m-1789146900,0xea69cf414ae8f417f3a8263be5302e2c3c06ce0438cf58c5b2316f7503943c6d-19764110342716582625521179769018798051188465063252064377714419630255027113723.POLYMARKET,run_1789147039_23d7d189,unmatched_inventory_history,,0.02,6.12666,,-3.92123531885184,endgame_twap_stop_loss,False,False,,-0.01,
btc-updown-15m-1789387200,0xbeeeef6e1c902dab3c4bfec5858329ebd5f8ae9c4f16a3892c206dd2d8343b0c-28142513493480015907349831123097365123818203354363375047723451850330617413649.POLYMARKET,run_1789386194_d77f7168,outcome_fast_follow,0.82,0.97,5.574272,400.749142,0.83614076895024,,False,False,-0.020000000000000018,0.0,561.4323980808258
btc-updown-15m-1789389000,0x4a705f76a1e3da272328159dd02dd9139bcd81ac8f2eabd8df37f2788d972cbc-104277754570978136352681416309548182378348060265478477642660600317871203385435.POLYMARKET,run_1789386194_d77f7168,outcome_fast_follow,0.84,0.97,5.706143,327.236486,0.74179859,,False,False,-0.040000000000000036,0.0,550.2245719432831
btc-updown-15m-1789395300,0x084cf7c1de59c3f56772c57bcdbfde3fa87dc3ce23c1405d1ed6cda916a40daa-65487325422763182815466373779556042611874744865387727995857331201067554932860.POLYMARKET,run_1789393085_ddd3969a,outcome_fast_follow,0.68,0.03,5.28355,515.515808,-3.4346396028188004,endgame_twap_stop_loss,False,False,-0.04999999999999993,-0.009999999999999998,632.1633410453796
btc-updown-15m-1789396200,0x6477449cd9fde9bab81aec04ca6308d27c56f6b3b45791ea4e2746341f2618ef-22349743748879328302997733495569086868182981845753180483256675313834045873485.POLYMARKET,run_1789393085_ddd3969a,outcome_fast_follow,0.7,0.15,5.135445,372.795604,-2.831566257765,offside_near_close,False,False,-0.030000000000000027,0.0,424.61805510520935
btc-updown-15m-1789735500,0x785bbfd76937ca05507533e2cc4d0b6e825e5fe1ab01a70821701f7e65b37489-78768562765796151890916386426606648184737744619033092308156863409223387775806.POLYMARKET,run_1789735663_25955924,outcome_fast_follow,0.85,0.97,2.001856,173.190387,0.24022272,,False,False,-0.010000000000000009,0.0,404.008248090744
btc-updown-15m-1789735500,0x785bbfd76937ca05507533e2cc4d0b6e825e5fe1ab01a70821701f7e65b37489-78768562765796151890916386426606648184737744619033092308156863409223387775806.POLYMARKET,run_1789735663_25955924,outcome_fast_follow,0.85,0.97,3.5,173.382115,0.42,,False,False,-0.010000000000000009,0.0,404.008248090744
btc-updown-15m-1789737300,0x2f7177f0d76a227d14347b6af00edceb8a91afb62b0e83ae1f3bcd586b4356fe-38045006142122670801486879353345706032469377699616225109329481566285301859214.POLYMARKET,run_1789735663_25955924,outcome_fast_follow,0.78,0.97,1.81,540.743356,0.3439,,False,False,-0.010000000000000009,0.0,677.809504032135
btc-updown-15m-1789737300,0x2f7177f0d76a227d14347b6af00edceb8a91afb62b0e83ae1f3bcd586b4356fe-38045006142122670801486879353345706032469377699616225109329481566285301859214.POLYMARKET,run_1789735663_25955924,outcome_fast_follow,0.78,0.97,3.19,540.868441,0.6061,,False,False,-0.010000000000000009,0.0,677.809504032135
btc-updown-15m-1789738200,0x7e75490d6218e8155cb25ee52113ee7a09dab3a0c2834e59c79b0e9b1855d2bb-73529352152955595073359364008511155623854487660154377767150165196580737995003.POLYMARKET,run_1789735663_25955924,outcome_fast_follow,0.67,0.97,9.83,297.961524,2.949,,False,False,-0.029999999999999916,0.0,717.5532729625702
btc-updown-15m-1789738200,0x7e75490d6218e8155cb25ee52113ee7a09dab3a0c2834e59c79b0e9b1855d2bb-73529352152955595073359364008511155623854487660154377767150165196580737995003.POLYMARKET,run_1789735663_25955924,outcome_fast_follow,0.67,0.97,0.45,298.515058,0.135,,False,False,-0.029999999999999916,0.0,717.5532729625702
btc-updown-15m-1789740000,0x68cb2d458749bfb8bcd8917d9599663d9520a3a3d3a99bf235a13cd6aea57ae5-107902098384112912014992372909878871203615887333983240959338756701345607104019.POLYMARKET,run_1789739288_d200e461,outcome_fast_follow,0.76,0.97,4.44,436.30511,0.9323999999999999,,False,False,-0.030000000000000027,0.0,641.2468469142914
btc-updown-15m-1789740000,0x68cb2d458749bfb8bcd8917d9599663d9520a3a3d3a99bf235a13cd6aea57ae5-107902098384112912014992372909878871203615887333983240959338756701345607104019.POLYMARKET,run_1789739288_d200e461,outcome_fast_follow,0.76,0.97,0.68,437.110916,0.1428,,False,False,-0.030000000000000027,0.0,641.2468469142914
btc-updown-15m-1789745400,0xd7a92a2f66ecad5099d295f9d4b86a3003c5c406cfe7d55cf8497fde692c5b80-66755980507703833437772387831662226394558181386079747045269743849409900693746.POLYMARKET,run_1789744314_58e8299d,outcome_fast_follow,0.81,0.97,5.774801,294.435142,0.923968094533504,,False,False,-0.04999999999999993,0.0,526.3293609619141
btc-updown-15m-1789747200,0xdc823a59e610c3c2514cafafcb786ff453fee9d60b8afe54936a3aa030147662-10175817447627686053070790179946040752504500835344563773009716228582600708149.POLYMARKET,run_1789744314_58e8299d,unmatched_inventory_history,,0.0,9.98,,,,False,False,,0.97,
btc-updown-15m-1789747200,0xdc823a59e610c3c2514cafafcb786ff453fee9d60b8afe54936a3aa030147662-10175817447627686053070790179946040752504500835344563773009716228582600708149.POLYMARKET,run_1789744314_58e8299d,unmatched_inventory_history,,0.97,9.987525,,,,False,False,,0.0,
btc-updown-15m-1789748100,0x443162a293ab05e9985d26c1f2a4b38703d31ef2b7a205f2a811974bb06bd282-25771711618212122064013242618825185875546505660570625162111849041221174657451.POLYMARKET,run_1789747940_38fc3f4b,outcome_fast_follow,0.76,0.0,5.42,693.911315,,,False,False,0.0,0.97,678.4203379154205
btc-updown-15m-1789748100,0x443162a293ab05e9985d26c1f2a4b38703d31ef2b7a205f2a811974bb06bd282-25771711618212122064013242618825185875546505660570625162111849041221174657451.POLYMARKET,run_1789747940_38fc3f4b,outcome_fast_follow,0.76,0.97,0.08000000000000007,693.928606,0.0167999987619225,,False,False,0.0,0.0,678.4203379154205
btc-updown-15m-1789748100,0x443162a293ab05e9985d26c1f2a4b38703d31ef2b7a205f2a811974bb06bd282-25771711618212122064013242618825185875546505660570625162111849041221174657451.POLYMARKET,run_1789747940_38fc3f4b,unmatched_inventory_history,,0.97,5.34777,,1.1230316172380774,,False,False,,0.0,
btc-updown-15m-1789751700,0xa86a76f030d5d919a6b41c8be5f33159ba0574d8d04d930548de2b3fe4c95947-106708415503747309974977241846718483813245410609357926632226776805046071439544.POLYMARKET,run_1789751566_210e70da,outcome_fast_follow,0.71,0.97,5.702916,249.980879,1.48275816,,False,False,-0.040000000000000036,0.0,614.3653349876404
btc-updown-15m-1789752600,0x9468ce6f08dc3501a53bb9bc584e91fae703d65f2f94ae8cc7cf03fbfd0fe52f-23172825741065903178053895783668512772031362197432337691383457495771618733898.POLYMARKET,run_1789751566_210e70da,unmatched_inventory_history,,0.02,5.070666,,-4.208795894477184,offside_near_close,False,False,,0.02,
btc-updown-15m-1789753500,0x9e2dd1d028854cea5676b1dd5a5ea49239b93ba64899ae3c7775c5b5b2355f7b-58985696996883364095130802218884531868961549107712773659617951420789461941704.POLYMARKET,run_1789751566_210e70da,outcome_fast_follow,0.79,0.97,5.503093,451.122607,0.990556738394256,,False,False,-0.010000000000000009,0.0,697.1804630756378
btc-updown-15m-1789754400,0xf5ee533a85332d8ed272db955c43863f8fd48f52359c72bace2bb155615d51ef-94709732384770967286853105608176109676743060752667156658684462103560515966499.POLYMARKET,run_1789751566_210e70da,outcome_fast_follow,0.82,0.97,5.706992,508.651292,0.8560488,,False,False,-0.040000000000000036,0.0,668.4266340732574
