market_slug,weekend_et,weekend_utc,public_status,public_trade_count,public_volume_shares,public_volume_usdc_estimate,median_trade_size,p10_trade_size,p90_trade_size,max_no_trade_interval_sec,trade_frequency_per_sec,price_history_points,realized_volatility,price_jump_count_gt_5c,historical_spread,historical_l2_depth,price_history_source,signal_observations,entry_attempts,submitted_orders,filled_orders,cancelled_orders,stop_loss_exits,emergency_exits,spread,depth_1c,depth_2c,depth_5c,quote_age_sec,quote_update_rate,trade_frequency,recent_volume,liquidity_score,liquidity_score_feature_count,market_start_epoch,sample_group,sample_frame_start,sample_frame_end,local_date,local_hour,time_bucket,week_index,entry_edge_samples,local_quote_samples,fill_markout_samples,top_bid_size_median,top_ask_size_median,depth_source
btc-updown-15m-1786410000,False,False,SUCCESS_PUBLIC_HISTORY,996,20625.177187,9459.220951968075,9.219999999999999,1.4242845,40.0,27.0,1.1066666666666667,8,1.1888019178988567,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.1066666666666667,20625.177187,,2,1786410000,weekday,2026-07-27,2026-09-20,2026-08-10,21,18-24,2,,,,,,
btc-updown-15m-1786431600,False,False,SUCCESS_PUBLIC_HISTORY,945,22970.729826,10864.433942023605,9.25,1.616554,50.0,18.0,1.05,8,0.49724239561807276,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.05,22970.729826,,2,1786431600,weekday,2026-07-27,2026-09-20,2026-08-11,3,00-06,2,,,,,,
btc-updown-15m-1786539600,False,False,SUCCESS_PUBLIC_HISTORY,946,23069.272379,11913.898478066976,5.822916,1.0,55.96,53.0,1.051111111111111,8,0.5846793993292392,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.051111111111111,23069.272379,,2,1786539600,weekday,2026-07-27,2026-09-20,2026-08-12,9,06-12,2,,,,,,
btc-updown-15m-1786626000,False,False,SUCCESS_PUBLIC_HISTORY,866,22570.424967,11464.34024802584,11.795,1.5,55.0,44.0,0.9622222222222222,8,0.3876209488662862,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.9622222222222222,22570.424967,,2,1786626000,weekday,2026-07-27,2026-09-20,2026-08-13,9,06-12,2,,,,,,
btc-updown-15m-1786734000,False,False,SUCCESS_PUBLIC_HISTORY,690,18515.315909,9951.438862001893,7.915,1.2394563,68.74272400000005,54.0,0.7666666666666667,8,0.5124939024027505,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.7666666666666667,18515.315909,,2,1786734000,weekday,2026-07-27,2026-09-20,2026-08-14,15,12-18,2,,,,,,
btc-updown-15m-1786755600,False,True,SUCCESS_PUBLIC_HISTORY,1755,49590.09596,27991.56570812676,7.739129,2.0,50.0,18.0,1.95,8,0.7147377141301555,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.95,49590.09596,,2,1786755600,weekday,2026-07-27,2026-09-20,2026-08-14,21,18-24,2,,,,,,
btc-updown-15m-1786777200,True,True,SUCCESS_PUBLIC_HISTORY,896,24427.781662,12322.588519041303,10.0,1.886791,58.4961105,30.0,0.9955555555555555,8,1.4354964298109556,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.9955555555555555,24427.781662,,2,1786777200,weekend,2026-07-27,2026-09-20,2026-08-15,3,00-06,2,,,,,,
btc-updown-15m-1786798800,True,True,SUCCESS_PUBLIC_HISTORY,985,25819.154163,12742.601501974166,7.38,1.4451414000000002,59.88000000000001,21.0,1.0944444444444446,8,0.8267103483082814,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.0944444444444446,25819.154163,,2,1786798800,weekend,2026-07-27,2026-09-20,2026-08-15,9,06-12,2,,,,,,
btc-updown-15m-1786820400,True,True,SUCCESS_PUBLIC_HISTORY,567,10329.141647,5972.280969018105,6.944442,2.0,36.0,38.0,0.63,8,0.4370926675202868,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.63,10329.141647,,2,1786820400,weekend,2026-07-27,2026-09-20,2026-08-15,15,12-18,2,,,,,,
btc-updown-15m-1786842000,True,True,SUCCESS_PUBLIC_HISTORY,615,16707.653132,10870.526337951444,7.287061,2.0,51.0204,20.0,0.6833333333333333,8,0.4925951684700125,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.6833333333333333,16707.653132,,2,1786842000,weekend,2026-07-27,2026-09-20,2026-08-15,21,18-24,2,,,,,,
btc-updown-15m-1786885200,True,True,SUCCESS_PUBLIC_HISTORY,559,12780.896228,7401.579507963133,8.620688,2.0,42.23076799999996,80.0,0.6211111111111111,8,0.5918192291570121,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.6211111111111111,12780.896228,,2,1786885200,weekend,2026-07-27,2026-09-20,2026-08-16,9,06-12,2,,,,,,
btc-updown-15m-1786906800,True,True,SUCCESS_PUBLIC_HISTORY,537,9980.829291,6779.865786996568,6.246151,2.0,40.0,53.0,0.5966666666666667,8,0.45171893916460926,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.5966666666666667,9980.829291,,2,1786906800,weekend,2026-07-27,2026-09-20,2026-08-16,15,12-18,2,,,,,,
