observation_sec,threshold_bps,entry_delay_sec,execution_model,slippage_cents,partition,n,trades,no_trades,win_rate,mean_entry,break_even_win_rate,edge_per_share,gross_pnl,fee_estimate,net_pnl,pnl_per_trade,roi,profit_factor,max_drawdown,longest_losing_streak,average_win,average_loss,p10,p5,p1,worst_trade,markets_with_valid_btc,signal_markets,no_trade_markets,no_fill_markets,bootstrap_mean_pnl_low,bootstrap_mean_pnl_high,method_note
60,0,0,first_trade,0,all,181,181,,0.6740331491712708,0.5936698173386741,0.5936698173386741,0.08036333183259668,272.7919447000102,18.1,254.69194470001025,1.4071378160221562,0.14071378160221562,1.427407190300403,66.63014707485004,5,6.972065120491887,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,3,0.19806116443446503,2.594333652645274,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_10s,0,holdout,62,62,,0.6290322580645161,0.591584997324154,0.591584997324154,0.03744726074036214,42.30585176699423,6.2,36.10585176699425,0.5823524478547459,0.058235244785474594,1.1554276873310128,58.310541843971635,3,6.8822013273588265,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,4,-1.7662357425727575,2.908164428833041,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_10s,0.01,all,175,175,,0.6742857142857143,0.6048040156465402,0.6048040156465402,0.0694816986391741,214.67859846003375,17.5,197.1785984600338,1.1267348483430504,0.11267348483430503,1.3425023422963938,67.13905176889253,5,6.549818631017236,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,9,-0.1129641863855824,2.284706248062815,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_10s,0.01,development,113,113,,0.6991150442477876,0.6065702026906813,0.6065702026906813,0.09254484155710634,183.64245512730238,11.3,172.34245512730243,1.5251544701531188,0.1525154470153119,1.5018708652513175,67.13905176889253,5,6.528385507940537,-10.1,-10.1,-10.1,-10.1,-10.1,127,118,9,5,0.06922847430227475,2.8519016961638797,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_10s,0.01,holdout,62,62,,0.6290322580645161,0.601584997324154,0.601584997324154,0.02744726074036213,31.036143332731385,6.2,24.836143332731403,0.4005829569795388,0.040058295697953876,1.1069140909717239,58.46216202547723,3,6.59323444442901,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,4,-1.9057939994544164,2.685412470480106,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_10s,0.02,all,175,175,,0.6742857142857143,0.6148040156465402,0.6148040156465402,0.05948169863917409,181.78458797027514,17.5,164.2845879702752,0.9387690741158582,0.09387690741158583,1.2853649261251958,67.77845395139559,5,6.271055830256569,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,9,-0.2800867477858248,2.0746864767250175,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_10s,0.02,development,113,113,,0.6991150442477876,0.6165702026906813,0.6165702026906813,0.08254484155710633,161.63440013941866,11.3,150.33440013941868,1.330392921587776,0.13303929215877758,1.4377821786238167,67.77845395139559,5,6.249802533410363,-10.1,-10.1,-10.1,-10.1,-10.1,127,118,9,5,-0.10129069842250288,2.633312723592739,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_10s,0.02,holdout,62,62,,0.6290322580645161,0.6115849973241541,0.6115849973241541,0.01744726074036212,20.150187830856485,6.2,13.950187830856505,0.2250030295299436,0.022500302952994364,1.060052465909843,59.69937570817212,3,6.314107380278371,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,4,-2.040665212616478,2.47206010588218,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0,all,163,163,,0.6748466257668712,0.5979968236194715,0.5979968236194715,0.07684980214739974,225.49131763927895,16.3,209.191317639279,1.2833823168053926,0.12833823168053926,1.3907926725934598,66.58756017839457,5,6.768102887629809,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,21,0.03603183837429431,2.4529457377071755,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0,development,110,110,,0.7090909090909091,0.5989374048273203,0.5989374048273203,0.11015350426358879,218.90882892512442,11.0,207.90882892512445,1.890080262955677,0.18900802629556768,1.6432822677138754,66.58756017839457,5,6.809087550322109,-10.1,-10.1,-10.1,-10.1,-10.1,127,118,9,8,0.36087427354276314,3.2276356435199376,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0,holdout,53,53,,0.6037735849056604,0.5960446739428039,0.5960446739428039,0.0077289109628564156,6.582488714154522,5.300000000000001,1.282488714154539,0.024197900267066773,0.002419790026706677,1.00604662288616,64.99563319414165,4,6.668202772317329,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,13,-2.2558303840260447,2.426631810985406,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0.01,all,163,163,,0.6748466257668712,0.6079968236194715,0.6079968236194715,0.06684980214739973,193.98008628197158,16.3,177.68008628197163,1.0900618790305008,0.10900618790305008,1.331926183975288,67.48500308442652,5,6.481637148017923,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,21,-0.1341197692970325,2.242766784973388,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0.01,development,110,110,,0.7090909090909091,0.6089374048273203,0.6089374048273203,0.10015350426358878,196.41615322880313,11.0,185.41615322880318,1.6856013929891198,0.16856013929891198,1.573688592910901,67.24275383901275,5,6.520719913189784,-10.1,-10.1,-10.1,-10.1,-10.1,127,118,9,8,0.18981626129786713,2.9945658805173836,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0.01,holdout,53,53,,0.6037735849056604,0.6060446739428039,0.6060446739428039,-0.002271089037143593,-2.4360669468315628,5.300000000000001,-7.736066946831546,-0.14596352729870843,-0.01459635272987084,0.9635263227400681,67.4850030844266,4,6.386372907911514,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,13,-2.3869851228097514,2.2109020121810024,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0.02,all,163,163,,0.6748466257668712,0.6179968236194715,0.6179968236194715,0.056849802147399715,163.54779327378645,16.3,147.24779327378653,0.9033606949312056,0.09033606949312056,1.2750752723216636,69.89504558874896,5,6.204979938852604,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,21,-0.2985061218848373,2.0332432560365565,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0.02,development,110,110,,0.7090909090909091,0.6189374048273203,0.6189374048273203,0.09015350426358877,174.69886363829121,11.0,163.69886363829124,1.4881714876208294,0.14881714876208293,1.5064940087818417,67.87881999127748,5,6.242293123567836,-10.1,-10.1,-10.1,-10.1,-10.1,127,118,9,8,0.02362870801424243,2.7744982444641564,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
