group,n,trades,no_trades,win_rate,mean_entry,break_even_win_rate,edge_per_share,gross_pnl,fee_estimate,net_pnl,pnl_per_trade,roi,profit_factor,max_drawdown,longest_losing_streak,average_win,average_loss,p10,p5,p1,worst_trade
weekday,46,46,,0.8043478260869565,0.7559844421919428,0.7559844421919428,0.04836338389501367,28.058858728420056,4.6000000000000005,23.45885872842006,0.5099751897482622,0.05099751897482622,1.2580732533379546,20.679581345463507,2,3.0907799656329744,-10.1,-10.1,-10.1,-10.1,-10.1
weekend,27,27,,0.7037037037037037,0.7358326720844478,0.7358326720844478,-0.03212896838074405,-13.976247652773797,2.7,-16.676247652773792,-0.6176388019545849,-0.06176388019545849,0.793610796376562,44.113855758273445,2,3.374934334064537,-10.1,-10.1,-10.1,-10.1,-10.1
