slug,weekday_weekend,week,et_hour_block,time_to_resolution_bin,trade_count,volume_shares,volume_usdc_estimate,median_trade_size,max_no_trade_interval_sec,price_jump_count_5c
btc-updown-15m-1788872400,weekday,2026-09-07,06-12,T-2m_to_T-1m,47,1244.545919,502.6317560035187,13.86,9.0,16
btc-updown-15m-1788872400,weekday,2026-09-07,06-12,T-60s_to_T-30s,76,1944.857576,1695.3731640066383,7.5252,5.0,2
btc-updown-15m-1788872400,weekday,2026-09-07,06-12,T-30s_to_T-15s,1,110.0,1.1,110.0,15.0,0
btc-updown-15m-1788872400,weekday,2026-09-07,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788915600,weekday,2026-09-07,18-24,T-15m_to_T-10m,1313,53450.291951,26099.566143965854,11.2,20.0,137
btc-updown-15m-1788915600,weekday,2026-09-07,18-24,T-10m_to_T-5m,1718,52681.284755,24500.271982763395,7.0,9.0,126
btc-updown-15m-1788915600,weekday,2026-09-07,18-24,T-5m_to_T-2m,979,91484.512809,44487.47113781916,18.0,3.0,189
btc-updown-15m-1788915600,weekday,2026-09-07,18-24,T-2m_to_T-1m,690,37377.084203,21233.57357593506,15.0,4.0,80
btc-updown-15m-1788915600,weekday,2026-09-07,18-24,T-60s_to_T-30s,162,3686.634638,2743.258570000494,10.0,3.0,27
btc-updown-15m-1788915600,weekday,2026-09-07,18-24,T-30s_to_T-15s,88,3030.791374,2759.1532979982603,10.0,6.0,9
btc-updown-15m-1788915600,weekday,2026-09-07,18-24,T-15s_to_settlement,1,700.0,7.0,700.0,13.0,0
btc-updown-15m-1788937200,weekday,2026-09-07,00-06,T-15m_to_T-10m,237,4392.113344,2306.367384023362,8.92,15.0,63
btc-updown-15m-1788937200,weekday,2026-09-07,00-06,T-10m_to_T-5m,273,7998.278618,4546.704609006823,12.5,11.0,87
btc-updown-15m-1788937200,weekday,2026-09-07,00-06,T-5m_to_T-2m,64,5672.79433,5447.055464947223,15.85325,13.0,8
btc-updown-15m-1788937200,weekday,2026-09-07,00-06,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1788937200,weekday,2026-09-07,00-06,T-60s_to_T-30s,2,1005.1,6.0949,502.55,12.0,1
btc-updown-15m-1788937200,weekday,2026-09-07,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788937200,weekday,2026-09-07,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788958800,weekday,2026-09-07,06-12,T-15m_to_T-10m,342,9101.099304,4567.378080042273,10.0,15.0,111
btc-updown-15m-1788958800,weekday,2026-09-07,06-12,T-10m_to_T-5m,354,9480.895482,4976.407074963259,11.349231,11.0,99
btc-updown-15m-1788958800,weekday,2026-09-07,06-12,T-5m_to_T-2m,180,9595.048783,6132.843254004632,20.613633,12.0,58
btc-updown-15m-1788958800,weekday,2026-09-07,06-12,T-2m_to_T-1m,31,3350.025122,3112.097862002439,20.0,9.0,6
btc-updown-15m-1788958800,weekday,2026-09-07,06-12,T-60s_to_T-30s,5,610.664504,610.0019989999038,5.76,18.0,0
btc-updown-15m-1788958800,weekday,2026-09-07,06-12,T-30s_to_T-15s,1,329.17,328.84083000000004,329.17,15.0,0
btc-updown-15m-1788958800,weekday,2026-09-07,06-12,T-15s_to_settlement,2,6.87,6.86313,3.435,9.0,0
btc-updown-15m-1789045200,weekday,2026-09-07,06-12,T-15m_to_T-10m,360,10206.060906,5432.422420024846,10.0,8.0,118
btc-updown-15m-1789045200,weekday,2026-09-07,06-12,T-10m_to_T-5m,350,6958.589745,3339.364820026864,5.587775000000001,6.0,127
btc-updown-15m-1789045200,weekday,2026-09-07,06-12,T-5m_to_T-2m,339,6000.257335,3698.9878299659454,6.303795,6.0,110
btc-updown-15m-1789045200,weekday,2026-09-07,06-12,T-2m_to_T-1m,286,8764.671887,4288.324143009176,10.3173915,5.0,78
btc-updown-15m-1789045200,weekday,2026-09-07,06-12,T-60s_to_T-30s,81,4564.032596,3601.4752129715425,11.53,5.0,16
btc-updown-15m-1789045200,weekday,2026-09-07,06-12,T-30s_to_T-15s,4,25.8,25.541999999999998,4.04,7.0,0
btc-updown-15m-1789045200,weekday,2026-09-07,06-12,T-15s_to_settlement,2,95.32,94.3668,47.66,9.0,0
btc-updown-15m-1789066800,weekday,2026-09-07,12-18,T-15m_to_T-10m,219,3506.087022,1779.6715830213623,5.16,13.0,77
btc-updown-15m-1789066800,weekday,2026-09-07,12-18,T-10m_to_T-5m,255,6953.716638,3455.135599973173,9.987952,14.0,80
btc-updown-15m-1789066800,weekday,2026-09-07,12-18,T-5m_to_T-2m,171,9166.008583,4869.73527390414,7.84,33.0,52
btc-updown-15m-1789066800,weekday,2026-09-07,12-18,T-2m_to_T-1m,6,228.84399,228.58317999723147,7.730982,36.0,0
btc-updown-15m-1789066800,weekday,2026-09-07,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789066800,weekday,2026-09-07,12-18,T-30s_to_T-15s,2,271.22,270.94878,135.61,9.0,0
btc-updown-15m-1789066800,weekday,2026-09-07,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789088400,weekday,2026-09-07,18-24,T-15m_to_T-10m,246,7302.299862,3547.9825589934903,13.3583335,17.0,73
btc-updown-15m-1789088400,weekday,2026-09-07,18-24,T-10m_to_T-5m,134,4684.507626,2750.6356500064408,10.0,18.0,42
btc-updown-15m-1789088400,weekday,2026-09-07,18-24,T-5m_to_T-2m,74,2697.691887,2305.2815539940198,15.2929,18.0,19
btc-updown-15m-1789088400,weekday,2026-09-07,18-24,T-2m_to_T-1m,11,3433.2205,3312.889435,15.16,17.0,1
btc-updown-15m-1789088400,weekday,2026-09-07,18-24,T-60s_to_T-30s,94,3269.96753,1260.1512590180882,11.132478500000001,12.0,16
btc-updown-15m-1789088400,weekday,2026-09-07,18-24,T-30s_to_T-15s,2,3330.91,1343.4952099999998,1665.455,10.0,1
btc-updown-15m-1789088400,weekday,2026-09-07,18-24,T-15s_to_settlement,2,16.759999999999998,16.74324,8.379999999999999,6.0,0
btc-updown-15m-1789153200,weekday,2026-09-07,12-18,T-15m_to_T-10m,305,7558.087065,4089.511371995848,9.61,12.0,88
btc-updown-15m-1789153200,weekday,2026-09-07,12-18,T-10m_to_T-5m,214,5028.466668,2381.019325006095,10.0,9.0,66
btc-updown-15m-1789153200,weekday,2026-09-07,12-18,T-5m_to_T-2m,108,6506.373399,3387.710485001448,10.0,20.0,44
btc-updown-15m-1789153200,weekday,2026-09-07,12-18,T-2m_to_T-1m,3,19.25,19.23075,5.68,40.0,0
btc-updown-15m-1789153200,weekday,2026-09-07,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789153200,weekday,2026-09-07,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789153200,weekday,2026-09-07,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789174800,weekday,2026-09-07,18-24,T-15m_to_T-10m,248,6569.62278,2709.2027710153493,11.0,18.0,89
btc-updown-15m-1789174800,weekday,2026-09-07,18-24,T-10m_to_T-5m,288,7173.683774,3892.2268439688414,10.85,12.0,93
btc-updown-15m-1789174800,weekday,2026-09-07,18-24,T-5m_to_T-2m,67,2054.934928,1273.8113109979918,10.0,17.0,19
btc-updown-15m-1789174800,weekday,2026-09-07,18-24,T-2m_to_T-1m,13,1178.4355,1156.652945,10.0,30.0,2
btc-updown-15m-1789174800,weekday,2026-09-07,18-24,T-60s_to_T-30s,1,428.78,428.35121999999996,428.78,15.0,0
btc-updown-15m-1789174800,weekday,2026-09-07,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789174800,weekday,2026-09-07,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789191000,weekend,2026-09-07,00-06,T-15m_to_T-10m,157,5313.411445,2798.885786957087,11.928572,21.0,40
btc-updown-15m-1789191000,weekend,2026-09-07,00-06,T-10m_to_T-5m,168,5240.0124749999995,2858.8696440250546,11.100000000000001,21.0,50
btc-updown-15m-1789191000,weekend,2026-09-07,00-06,T-5m_to_T-2m,209,7775.461278,3645.712133001422,13.0,18.0,52
btc-updown-15m-1789191000,weekend,2026-09-07,00-06,T-2m_to_T-1m,68,2950.832073,2502.6228040013293,9.835,7.0,14
btc-updown-15m-1789191000,weekend,2026-09-07,00-06,T-60s_to_T-30s,14,1457.94,1443.3606,12.5,17.0,0
btc-updown-15m-1789191000,weekend,2026-09-07,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789191000,weekend,2026-09-07,00-06,T-15s_to_settlement,1,100.0,1.0,100.0,15.0,0
btc-updown-15m-1789201800,weekend,2026-09-07,00-06,T-15m_to_T-10m,97,2271.969017,1142.7525979948668,8.77193,27.0,30
btc-updown-15m-1789201800,weekend,2026-09-07,00-06,T-10m_to_T-5m,212,5871.111574,2918.10046097603,10.0735295,13.0,65
btc-updown-15m-1789201800,weekend,2026-09-07,00-06,T-5m_to_T-2m,53,1526.220485,1024.6149069975277,19.148937,26.0,12
btc-updown-15m-1789201800,weekend,2026-09-07,00-06,T-2m_to_T-1m,24,1049.5317,938.308028,17.681,12.0,4
btc-updown-15m-1789201800,weekend,2026-09-07,00-06,T-60s_to_T-30s,3,9.976,9.966024,3.003,27.0,0
btc-updown-15m-1789201800,weekend,2026-09-07,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789201800,weekend,2026-09-07,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789212600,weekend,2026-09-07,06-12,T-15m_to_T-10m,118,5209.973922,2661.241294002044,10.42119,17.0,30
btc-updown-15m-1789212600,weekend,2026-09-07,06-12,T-10m_to_T-5m,205,6907.55991,4002.1847539928826,15.172407,17.0,57
btc-updown-15m-1789212600,weekend,2026-09-07,06-12,T-5m_to_T-2m,85,2887.076722,2332.579668998467,20.9375,13.0,20
btc-updown-15m-1789212600,weekend,2026-09-07,06-12,T-2m_to_T-1m,24,868.0006,859.304394,20.202,9.0,0
btc-updown-15m-1789212600,weekend,2026-09-07,06-12,T-60s_to_T-30s,4,70.51,70.43949,17.755000000000003,13.0,0
btc-updown-15m-1789212600,weekend,2026-09-07,06-12,T-30s_to_T-15s,1,425.43,425.00457,425.43,15.0,0
btc-updown-15m-1789212600,weekend,2026-09-07,06-12,T-15s_to_settlement,1,2.33,2.32767,2.33,10.0,0
btc-updown-15m-1789234200,weekend,2026-09-07,12-18,T-15m_to_T-10m,253,12430.368092,6274.594184092266,13.924241,24.0,44
btc-updown-15m-1789234200,weekend,2026-09-07,12-18,T-10m_to_T-5m,171,4794.458953,2101.3900140299575,10.32,15.0,60
btc-updown-15m-1789234200,weekend,2026-09-07,12-18,T-5m_to_T-2m,89,3229.650503,2381.274336992169,21.73,18.0,21
btc-updown-15m-1789234200,weekend,2026-09-07,12-18,T-2m_to_T-1m,12,615.888102,614.244249999999,5.0,17.0,0
btc-updown-15m-1789234200,weekend,2026-09-07,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789234200,weekend,2026-09-07,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789234200,weekend,2026-09-07,12-18,T-15s_to_settlement,1,1.4,1.3985999999999998,1.4,10.0,0
btc-updown-15m-1789245000,weekend,2026-09-07,12-18,T-15m_to_T-10m,141,4869.808296,2405.520194986454,15.0,31.0,26
btc-updown-15m-1789245000,weekend,2026-09-07,12-18,T-10m_to_T-5m,209,6573.905113,3109.953272006181,14.0,14.0,47
btc-updown-15m-1789245000,weekend,2026-09-07,12-18,T-5m_to_T-2m,181,6687.832858,3202.91376099928,11.111112,21.0,35
btc-updown-15m-1789245000,weekend,2026-09-07,12-18,T-2m_to_T-1m,135,6332.056211,3145.6763949675037,13.23077,9.0,30
btc-updown-15m-1789245000,weekend,2026-09-07,12-18,T-60s_to_T-30s,175,5983.383749,3142.3232150232866,12.195122,2.0,42
btc-updown-15m-1789245000,weekend,2026-09-07,12-18,T-30s_to_T-15s,87,3022.718205,1560.4254630010846,16.3416,2.0,29
btc-updown-15m-1789245000,weekend,2026-09-07,12-18,T-15s_to_settlement,43,2086.471045,1465.9150669999726,14.69,5.0,10
btc-updown-15m-1789255800,weekend,2026-09-07,18-24,T-15m_to_T-10m,95,4232.057275,2182.0964960231545,10.869566,20.0,21
btc-updown-15m-1789255800,weekend,2026-09-07,18-24,T-10m_to_T-5m,269,8552.971,4397.664071965845,9.615385,12.0,47
btc-updown-15m-1789255800,weekend,2026-09-07,18-24,T-5m_to_T-2m,110,3806.27867,1887.6383980046746,16.5,14.0,22
btc-updown-15m-1789255800,weekend,2026-09-07,18-24,T-2m_to_T-1m,157,6300.339808,3147.6540940616655,11.0,4.0,40
btc-updown-15m-1789255800,weekend,2026-09-07,18-24,T-60s_to_T-30s,101,4258.581359,1116.0108460403292,10.98,5.0,25
btc-updown-15m-1789255800,weekend,2026-09-07,18-24,T-30s_to_T-15s,38,1508.058742,1381.270877998376,14.0,2.0,5
btc-updown-15m-1789255800,weekend,2026-09-07,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789299000,weekend,2026-09-07,06-12,T-15m_to_T-10m,115,4065.145831,1949.3039980144306,8.62069,33.0,22
btc-updown-15m-1789299000,weekend,2026-09-07,06-12,T-10m_to_T-5m,156,5457.819585,3163.8599320202275,20.0,16.0,49
btc-updown-15m-1789299000,weekend,2026-09-07,06-12,T-5m_to_T-2m,58,1815.727284,1396.101154,15.0,24.0,10
btc-updown-15m-1789299000,weekend,2026-09-07,06-12,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1789299000,weekend,2026-09-07,06-12,T-60s_to_T-30s,1,101.78,101.67822,101.78,27.0,0
btc-updown-15m-1789299000,weekend,2026-09-07,06-12,T-30s_to_T-15s,1,454.3,453.8457,454.3,8.0,0
btc-updown-15m-1789299000,weekend,2026-09-07,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789309800,weekend,2026-09-07,06-12,T-15m_to_T-10m,206,6595.239306,3223.951275971211,10.0,12.0,61
btc-updown-15m-1789309800,weekend,2026-09-07,06-12,T-10m_to_T-5m,265,8671.667719,5281.966422956999,10.0,15.0,102
btc-updown-15m-1789309800,weekend,2026-09-07,06-12,T-5m_to_T-2m,135,4094.763685,2037.4963519677403,10.117646,15.0,36
btc-updown-15m-1789309800,weekend,2026-09-07,06-12,T-2m_to_T-1m,14,10826.0225,1255.544375,20.915,35.0,4
btc-updown-15m-1789309800,weekend,2026-09-07,06-12,T-60s_to_T-30s,1,121.8,121.6782,121.8,27.0,0
btc-updown-15m-1789309800,weekend,2026-09-07,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789309800,weekend,2026-09-07,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789320600,weekend,2026-09-07,12-18,T-15m_to_T-10m,120,5022.065495,2858.5340740647976,15.034246,11.0,53
btc-updown-15m-1789320600,weekend,2026-09-07,12-18,T-10m_to_T-5m,130,3424.6720960000002,1408.7370670028085,11.110555999999999,15.0,52
btc-updown-15m-1789320600,weekend,2026-09-07,12-18,T-5m_to_T-2m,54,2430.512273,1682.0564660268694,11.805556,22.0,29
btc-updown-15m-1789320600,weekend,2026-09-07,12-18,T-2m_to_T-1m,34,1136.1257,426.557391,6.205,9.0,8
btc-updown-15m-1789320600,weekend,2026-09-07,12-18,T-60s_to_T-30s,1,46.87,0.4687,46.87,23.0,0
btc-updown-15m-1789320600,weekend,2026-09-07,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789320600,weekend,2026-09-07,12-18,T-15s_to_settlement,1,5.0,4.95,5.0,11.0,0
btc-updown-15m-1789331400,weekend,2026-09-07,12-18,T-15m_to_T-10m,151,4249.720852,1894.2314790165512,10.0,22.0,36
btc-updown-15m-1789331400,weekend,2026-09-07,12-18,T-10m_to_T-5m,241,6225.360144,2782.057786989094,10.555556,12.0,54
btc-updown-15m-1789331400,weekend,2026-09-07,12-18,T-5m_to_T-2m,99,3848.850319,2121.6716710140095,12.592589,21.0,42
btc-updown-15m-1789331400,weekend,2026-09-07,12-18,T-2m_to_T-1m,62,1521.243659,681.5683809966295,9.0,7.0,20
btc-updown-15m-1789331400,weekend,2026-09-07,12-18,T-60s_to_T-30s,88,2673.556627,1561.7819529984667,8.125,3.0,34
btc-updown-15m-1789331400,weekend,2026-09-07,12-18,T-30s_to_T-15s,63,1132.157826,730.791072007416,9.0,2.0,17
btc-updown-15m-1789331400,weekend,2026-09-07,12-18,T-15s_to_settlement,14,900.582268,439.5885989978949,12.4805675,6.0,9
btc-updown-15m-1789342200,weekend,2026-09-07,18-24,T-15m_to_T-10m,223,6649.891858,3095.303842021066,10.0,21.0,75
btc-updown-15m-1789342200,weekend,2026-09-07,18-24,T-10m_to_T-5m,183,7188.8644030000005,2968.373224098339,10.869566,24.0,59
btc-updown-15m-1789342200,weekend,2026-09-07,18-24,T-5m_to_T-2m,111,3756.08598,1967.660603012485,8.207075,14.0,39
btc-updown-15m-1789342200,weekend,2026-09-07,18-24,T-2m_to_T-1m,30,942.9469,890.4529709999999,12.5,36.0,2
btc-updown-15m-1789342200,weekend,2026-09-07,18-24,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789342200,weekend,2026-09-07,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789342200,weekend,2026-09-07,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789353000,weekend,2026-09-07,18-24,T-15m_to_T-10m,214,6136.6119770000005,2978.6156640114114,7.723461,9.0,66
btc-updown-15m-1789353000,weekend,2026-09-07,18-24,T-10m_to_T-5m,291,8721.647983,4078.8365650061446,10.0,14.0,89
btc-updown-15m-1789353000,weekend,2026-09-07,18-24,T-5m_to_T-2m,294,15503.400172,6496.409416983178,11.450225,6.0,92
btc-updown-15m-1789353000,weekend,2026-09-07,18-24,T-2m_to_T-1m,181,6715.160377,4043.88681300529,9.47,3.0,35
btc-updown-15m-1789353000,weekend,2026-09-07,18-24,T-60s_to_T-30s,41,2066.719558,1898.219792946464,11.42,11.0,7
btc-updown-15m-1789353000,weekend,2026-09-07,18-24,T-30s_to_T-15s,1,1000.0,10.0,1000.0,10.0,0
btc-updown-15m-1789353000,weekend,2026-09-07,18-24,T-15s_to_settlement,2,31.89,29.718899999999998,15.945,6.0,1
btc-updown-15m-1789369200,weekday,2026-09-14,00-06,T-15m_to_T-10m,287,6855.69859,3804.4594400151136,10.0,13.0,66
btc-updown-15m-1789369200,weekday,2026-09-14,00-06,T-10m_to_T-5m,255,9368.096049,3815.0697039905094,10.540541,27.0,70
btc-updown-15m-1789369200,weekday,2026-09-14,00-06,T-5m_to_T-2m,151,4232.919835,3318.9167219896817,14.0,9.0,36
btc-updown-15m-1789369200,weekday,2026-09-14,00-06,T-2m_to_T-1m,59,2269.328585,1213.1062799974668,15.0,8.0,7
btc-updown-15m-1789369200,weekday,2026-09-14,00-06,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789369200,weekday,2026-09-14,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789369200,weekday,2026-09-14,00-06,T-15s_to_settlement,1,3.55,3.5145,3.55,10.0,0
btc-updown-15m-1789390800,weekday,2026-09-14,06-12,T-15m_to_T-10m,271,6413.57579,3353.7404840461895,10.0,9.0,87
btc-updown-15m-1789390800,weekday,2026-09-14,06-12,T-10m_to_T-5m,282,11103.02287,5947.327303024017,10.0,9.0,80
btc-updown-15m-1789390800,weekday,2026-09-14,06-12,T-5m_to_T-2m,371,13370.343238,6576.49704498832,10.0,4.0,132
btc-updown-15m-1789390800,weekday,2026-09-14,06-12,T-2m_to_T-1m,383,23924.748239,12970.289550998217,12.19,2.0,84
btc-updown-15m-1789390800,weekday,2026-09-14,06-12,T-60s_to_T-30s,194,5991.8954969999995,3021.0610799790807,8.848485,2.0,43
btc-updown-15m-1789390800,weekday,2026-09-14,06-12,T-30s_to_T-15s,28,3034.882528,1613.013293981742,81.14500000000001,3.0,7
btc-updown-15m-1789390800,weekday,2026-09-14,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789434000,weekday,2026-09-14,18-24,T-15m_to_T-10m,334,10525.954295,4960.783657972399,10.916667,14.0,100
btc-updown-15m-1789434000,weekday,2026-09-14,18-24,T-10m_to_T-5m,194,5352.659743,3252.405545998495,12.002381,12.0,46
btc-updown-15m-1789434000,weekday,2026-09-14,18-24,T-5m_to_T-2m,92,6689.5486439999995,3468.530540047998,26.72,20.0,32
btc-updown-15m-1789434000,weekday,2026-09-14,18-24,T-2m_to_T-1m,9,2592.914445,1538.5961399607684,80.08,16.0,2
btc-updown-15m-1789434000,weekday,2026-09-14,18-24,T-60s_to_T-30s,3,4073.97,77.89603,2000.0,12.0,1
btc-updown-15m-1789434000,weekday,2026-09-14,18-24,T-30s_to_T-15s,2,4000.0,4.0,2000.0,6.0,0
btc-updown-15m-1789434000,weekday,2026-09-14,18-24,T-15s_to_settlement,3,4001.48,5.47852,2000.0,7.0,1
btc-updown-15m-1789455600,weekday,2026-09-14,00-06,T-15m_to_T-10m,227,4808.406147,2419.894490985035,10.0,9.0,87
btc-updown-15m-1789455600,weekday,2026-09-14,00-06,T-10m_to_T-5m,263,7744.505781,3803.160634005438,13.0,15.0,103
btc-updown-15m-1789455600,weekday,2026-09-14,00-06,T-5m_to_T-2m,210,5792.755947,3153.4349769966884,13.1039475,8.0,80
btc-updown-15m-1789455600,weekday,2026-09-14,00-06,T-2m_to_T-1m,178,9520.786169,4634.663922037796,22.392857499999998,5.0,43
btc-updown-15m-1789455600,weekday,2026-09-14,00-06,T-60s_to_T-30s,6,630.83,26.721700000000002,21.4,13.0,2
btc-updown-15m-1789455600,weekday,2026-09-14,00-06,T-30s_to_T-15s,2,15.489999999999998,15.335099999999999,7.744999999999999,10.0,0
btc-updown-15m-1789455600,weekday,2026-09-14,00-06,T-15s_to_settlement,1,13.15,13.0185,13.15,10.0,0
btc-updown-15m-1789498800,weekday,2026-09-14,12-18,T-15m_to_T-10m,351,9091.997216,4650.634669999546,10.42857,11.0,109
btc-updown-15m-1789498800,weekday,2026-09-14,12-18,T-10m_to_T-5m,196,5541.722508,2877.640092003617,11.4703775,12.0,62
btc-updown-15m-1789498800,weekday,2026-09-14,12-18,T-5m_to_T-2m,188,4379.821616,2337.539392009851,10.0,7.0,65
btc-updown-15m-1789498800,weekday,2026-09-14,12-18,T-2m_to_T-1m,107,2536.718019,1431.058898001978,8.19,3.0,49
btc-updown-15m-1789498800,weekday,2026-09-14,12-18,T-60s_to_T-30s,116,3846.925612,2933.2105200075503,10.5505,3.0,24
btc-updown-15m-1789498800,weekday,2026-09-14,12-18,T-30s_to_T-15s,41,2219.670637,1228.4087340027174,34.4,5.0,9
btc-updown-15m-1789498800,weekday,2026-09-14,12-18,T-15s_to_settlement,3,319.02,21.8298,13.97,9.0,1
btc-updown-15m-1789563600,weekday,2026-09-14,06-12,T-15m_to_T-10m,336,8676.375949,3852.7641190036466,10.25,9.0,121
btc-updown-15m-1789563600,weekday,2026-09-14,06-12,T-10m_to_T-5m,128,5850.807925,4123.6488679369095,13.88443,20.0,55
btc-updown-15m-1789563600,weekday,2026-09-14,06-12,T-5m_to_T-2m,46,2629.135378,1273.656869994214,10.0,32.0,8
btc-updown-15m-1789563600,weekday,2026-09-14,06-12,T-2m_to_T-1m,9,754.756224,15.249741994125777,101.0,21.0,4
btc-updown-15m-1789563600,weekday,2026-09-14,06-12,T-60s_to_T-30s,3,1151.68,1150.5183200000001,20.0,12.0,0
btc-updown-15m-1789563600,weekday,2026-09-14,06-12,T-30s_to_T-15s,1,1000.0,1.0,1000.0,14.0,0
btc-updown-15m-1789563600,weekday,2026-09-14,06-12,T-15s_to_settlement,1,6.07,6.06393,6.07,12.0,0
btc-updown-15m-1789585200,weekday,2026-09-14,12-18,T-15m_to_T-10m,273,7385.4314,3520.9254080083456,10.259739,15.0,96
btc-updown-15m-1789585200,weekday,2026-09-14,12-18,T-10m_to_T-5m,164,5039.936125,2660.4077299865844,15.0,12.0,42
btc-updown-15m-1789585200,weekday,2026-09-14,12-18,T-5m_to_T-2m,174,6654.018709,4157.4800460067545,12.0,9.0,58
btc-updown-15m-1789585200,weekday,2026-09-14,12-18,T-2m_to_T-1m,62,1346.592427,732.0177539957809,10.265,6.0,28
btc-updown-15m-1789585200,weekday,2026-09-14,12-18,T-60s_to_T-30s,46,1757.903648,1562.6076790025597,14.0714,11.0,6
btc-updown-15m-1789585200,weekday,2026-09-14,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789585200,weekday,2026-09-14,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789606800,weekday,2026-09-14,18-24,T-15m_to_T-10m,209,5668.614544,2627.6521440008087,15.0,9.0,56
btc-updown-15m-1789606800,weekday,2026-09-14,18-24,T-10m_to_T-5m,300,7140.706088,3376.7630590120866,12.0,11.0,99
btc-updown-15m-1789606800,weekday,2026-09-14,18-24,T-5m_to_T-2m,108,5897.155058,4416.612879999313,14.8,17.0,36
btc-updown-15m-1789606800,weekday,2026-09-14,18-24,T-2m_to_T-1m,17,444.8612,247.35258800000003,6.52,30.0,3
btc-updown-15m-1789606800,weekday,2026-09-14,18-24,T-60s_to_T-30s,3,31.993000000000002,31.961007000000002,6.0,13.0,0
btc-updown-15m-1789606800,weekday,2026-09-14,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789606800,weekday,2026-09-14,18-24,T-15s_to_settlement,1,4410.0,4.41,4410.0,12.0,0
btc-updown-15m-1789628400,weekday,2026-09-14,00-06,T-15m_to_T-10m,250,4847.891322,2288.546038974864,10.243903,13.0,74
btc-updown-15m-1789628400,weekday,2026-09-14,00-06,T-10m_to_T-5m,152,4292.246804,3025.9105760072707,20.0,18.0,28
btc-updown-15m-1789628400,weekday,2026-09-14,00-06,T-5m_to_T-2m,23,680.051,614.5008600011124,20.02,45.0,5
btc-updown-15m-1789628400,weekday,2026-09-14,00-06,T-2m_to_T-1m,6,280.046577,27.709415004373522,5.0024999999999995,21.0,4
btc-updown-15m-1789628400,weekday,2026-09-14,00-06,T-60s_to_T-30s,3,137.79999999999998,137.614660003404,26.04,19.0,0
btc-updown-15m-1789628400,weekday,2026-09-14,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789628400,weekday,2026-09-14,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789671600,weekday,2026-09-14,12-18,T-15m_to_T-10m,136,2672.596563,1370.9979890102577,9.195668,17.0,54
btc-updown-15m-1789671600,weekday,2026-09-14,12-18,T-10m_to_T-5m,196,5126.477371,2441.4364900089936,10.0,16.0,80
btc-updown-15m-1789671600,weekday,2026-09-14,12-18,T-5m_to_T-2m,172,4642.244315,2232.136283997471,11.059999999999999,12.0,71
btc-updown-15m-1789671600,weekday,2026-09-14,12-18,T-2m_to_T-1m,69,1869.868387,987.1339880122733,10.0,6.0,25
btc-updown-15m-1789671600,weekday,2026-09-14,12-18,T-60s_to_T-30s,57,2286.541545,1980.3679049979942,14.0,5.0,10
btc-updown-15m-1789671600,weekday,2026-09-14,12-18,T-30s_to_T-15s,1,86.62,85.7538,86.62,15.0,0
btc-updown-15m-1789671600,weekday,2026-09-14,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789714800,weekday,2026-09-14,00-06,T-15m_to_T-10m,374,11957.953138,4716.223734996383,5.0,6.0,122
