slug,market_start_epoch,local_date,week,weekday_weekend,et_hour_block,winner,resolution_status,trade_count,volume_shares,volume_usdc_estimate,median_trade_size,p10_trade_size,p90_trade_size,max_no_trade_interval_sec,trade_frequency_per_sec,trade_print_realized_volatility,price_jump_count_5c,price_history_points,historical_bbo_spread,historical_l2_depth
btc-updown-15m-1788202800,1788202800,2026-08-31,2026-08-31,weekday,12-18,UP,resolved,907,30622.900902,16640.163682953123,10.0,1.74,75.0,24.0,1.0077777777777779,0.38173801482144826,2,2,,
btc-updown-15m-1788224400,1788224400,2026-08-31,2026-08-31,weekday,18-24,DOWN,resolved,712,17695.379159,9374.994962053814,10.0,2.0,50.0,285.0,0.7911111111111111,3.1894513417998818,13,2,,
btc-updown-15m-1788289200,1788289200,2026-09-01,2026-08-31,weekday,12-18,UP,resolved,1124,34054.660169,19035.95513800032,9.0,1.388885,55.0,32.0,1.248888888888889,0.4681174550565364,3,2,,
btc-updown-15m-1788310800,1788310800,2026-09-01,2026-08-31,weekday,18-24,UP,resolved,1130,22398.717546,12378.498775021775,6.633331999999999,1.7,50.0,38.0,1.2555555555555555,0.9774112904498009,23,2,,
btc-updown-15m-1788332400,1788332400,2026-09-02,2026-08-31,weekday,00-06,UP,resolved,714,28259.211582,14192.930698028113,9.816066,1.785713,53.98,54.0,0.7933333333333333,0.5065882468663522,6,2,,
btc-updown-15m-1788354000,1788354000,2026-09-02,2026-08-31,weekday,06-12,UP,resolved,581,17415.661826,9391.21325899738,10.0,2.0,60.588234,45.0,0.6455555555555555,0.26910353424186473,0,2,,
btc-updown-15m-1788397200,1788397200,2026-09-02,2026-08-31,weekday,18-24,UP,resolved,786,28429.820683,15443.998367032927,8.0,1.0101,60.79,65.0,0.8733333333333333,0.7888767065438227,10,2,,
btc-updown-15m-1788418800,1788418800,2026-09-03,2026-08-31,weekday,00-06,UP,resolved,768,26684.474756,14331.513368038273,10.0,1.09,64.0,49.0,0.8533333333333334,0.420707089554084,6,2,,
btc-updown-15m-1788462000,1788462000,2026-09-03,2026-08-31,weekday,12-18,DOWN,resolved,0,0,0,,,,900,0.0,,0,2,,
btc-updown-15m-1788526800,1788526800,2026-09-04,2026-08-31,weekday,06-12,DOWN,resolved,1185,25381.010854,14158.103281994427,8.555554,0.02,50.0,27.0,1.3166666666666667,1.9992879181651544,0,2,,
btc-updown-15m-1788548400,1788548400,2026-09-04,2026-08-31,weekday,12-18,UP,resolved,676,15941.333976,8360.88565900679,8.3333315,2.0,56.0,87.0,0.7511111111111111,0.32009152645733746,2,2,,
btc-updown-15m-1788570000,1788570000,2026-09-04,2026-08-31,weekday,18-24,UP,resolved,770,25755.437796,15766.677792933524,8.0,2.0,59.0,34.0,0.8555555555555555,0.43065924753616464,4,2,,
btc-updown-15m-1788586200,1788586200,2026-09-05,2026-08-31,weekend,00-06,DOWN,resolved,1546,38298.095152,19660.559131086582,8.308477,4.0,57.076922,25.0,1.7177777777777778,1.6018497225397237,11,2,,
btc-updown-15m-1788597000,1788597000,2026-09-05,2026-08-31,weekend,00-06,DOWN,resolved,730,12197.379554,7132.4053880191,7.305,2.0,37.0,48.0,0.8111111111111111,1.871686696165343,8,2,,
btc-updown-15m-1788607800,1788607800,2026-09-05,2026-08-31,weekend,06-12,DOWN,resolved,1282,31594.475629,17170.72214298384,10.0,2.0,50.0,17.0,1.4244444444444444,2.8450058871251915,26,2,,
btc-updown-15m-1788629400,1788629400,2026-09-05,2026-08-31,weekend,12-18,UP,resolved,1201,26182.937281,13184.58739893304,7.244185,1.923075,40.0,14.0,1.3344444444444445,1.106556112381318,21,2,,
btc-updown-15m-1788640200,1788640200,2026-09-05,2026-08-31,weekend,12-18,UP,resolved,1033,22355.709097,12091.1376479995,8.0,2.083332,53.0,21.0,1.1477777777777778,0.661251538768419,13,2,,
btc-updown-15m-1788651000,1788651000,2026-09-05,2026-08-31,weekend,18-24,UP,resolved,3279,179278.156596,90585.09844972489,8.0,2.901959,64.0,19.0,3.6433333333333335,1.3610958146155732,54,2,,
btc-updown-15m-1788661800,1788661800,2026-09-05,2026-08-31,weekend,18-24,DOWN,resolved,979,35248.157979,22092.940390153017,10.256409,3.846152,59.615383,18.0,1.0877777777777777,1.4616830866760737,18,2,,
btc-updown-15m-1788672600,1788672600,2026-09-06,2026-08-31,weekend,00-06,UP,resolved,514,17864.975699,12547.139247095358,10.0,1.666665,75.0,62.0,0.5711111111111111,0.4310111068536784,6,2,,
btc-updown-15m-1788683400,1788683400,2026-09-06,2026-08-31,weekend,00-06,DOWN,resolved,616,18020.905716,10208.769950992479,10.6483325,2.083332,63.261903,43.0,0.6844444444444444,3.051733861599272,6,2,,
btc-updown-15m-1788694200,1788694200,2026-09-06,2026-08-31,weekend,06-12,UP,resolved,922,26176.982087,15067.97656193193,10.4673905,2.7,52.268204,18.0,1.0244444444444445,3.2523447964792873,18,2,,
btc-updown-15m-1788705000,1788705000,2026-09-06,2026-08-31,weekend,06-12,UP,resolved,1737,37569.768346,19711.4087859728,7.24,1.42857,50.833332,11.0,1.93,1.525442462010275,34,2,,
btc-updown-15m-1788737400,1788737400,2026-09-06,2026-08-31,weekend,18-24,UP,resolved,497,21695.711628,14101.896714054303,10.0,1.251,50.2,57.0,0.5522222222222222,0.370514873306999,3,2,,
btc-updown-15m-1788748200,1788748200,2026-09-06,2026-08-31,weekend,18-24,UP,resolved,694,30822.399673,14917.867743151844,13.055,1.204818,60.0,82.0,0.7711111111111111,0.5112672978274064,5,2,,
btc-updown-15m-1788764400,1788764400,2026-09-07,2026-09-07,weekday,00-06,DOWN,resolved,1059,22454.281682,11790.33694801944,8.19,1.64,45.0,16.0,1.1766666666666667,2.413008284984117,25,2,,
btc-updown-15m-1788807600,1788807600,2026-09-07,2026-09-07,weekday,12-18,DOWN,resolved,644,15193.620522,8916.491692039304,6.0,1.111112,60.731705,41.0,0.7155555555555555,2.1199660655133257,9,2,,
btc-updown-15m-1788850800,1788850800,2026-09-08,2026-09-07,weekday,00-06,UP,resolved,622,14040.746321999999,9585.45859200575,6.1395420000000005,1.149423,41.666667,65.0,0.6911111111111111,0.5152875831433592,3,2,,
btc-updown-15m-1788872400,1788872400,2026-09-08,2026-09-07,weekday,06-12,UP,resolved,824,22934.98903,13815.963327036006,9.98,1.09,60.13,30.0,0.9155555555555556,0.4791619314144599,8,2,,
btc-updown-15m-1788915600,1788915600,2026-09-08,2026-09-07,weekday,18-24,DOWN,resolved,4951,242410.59973,121830.29470848222,10.0,2.967742,88.366667,20.0,5.501111111111111,2.347731847963957,36,2,,
btc-updown-15m-1788937200,1788937200,2026-09-09,2026-09-07,weekday,00-06,UP,resolved,576,19068.286292,12306.222357977409,10.061728500000001,1.525605,64.0,78.0,0.64,0.45783577576850515,6,2,,
btc-updown-15m-1788958800,1788958800,2026-09-09,2026-09-07,weekday,06-12,DOWN,resolved,915,32473.773195,19734.432230012506,11.0,1.149426,70.7677,18.0,1.0166666666666666,5.416932095730157,11,2,,
btc-updown-15m-1789045200,1789045200,2026-09-10,2026-09-07,weekday,06-12,DOWN,resolved,1422,36614.732469,20480.483225998374,7.0,0.02,50.0,12.0,1.58,2.386966389621395,31,2,,
btc-updown-15m-1789066800,1789066800,2026-09-10,2026-09-07,weekday,12-18,DOWN,resolved,653,20125.876233,10604.074416895906,7.14,1.12359,69.722221,48.0,0.7255555555555555,2.8475674212354085,16,2,,
btc-updown-15m-1789088400,1789088400,2026-09-10,2026-09-07,weekday,18-24,UP,resolved,563,24735.357405,14537.17890701204,12.820513,2.666664,69.75,22.0,0.6255555555555555,0.4454920996371649,6,2,,
btc-updown-15m-1789153200,1789153200,2026-09-11,2026-09-07,weekday,12-18,UP,resolved,630,19112.177132,9877.471932003391,10.0,1.81,65.0,66.0,0.7,0.4906247765269497,6,2,,
btc-updown-15m-1789174800,1789174800,2026-09-11,2026-09-07,weekday,18-24,UP,resolved,617,17405.456982,9460.245090982182,10.571429,2.97,61.787879,45.0,0.6855555555555556,0.6791475095633212,10,2,,
btc-updown-15m-1789191000,1789191000,2026-09-12,2026-09-07,weekend,00-06,UP,resolved,617,22837.657271,13250.450967984892,11.928572,2.1978,93.0,32.0,0.6855555555555556,0.4999497981628391,8,2,,
btc-updown-15m-1789201800,1789201800,2026-09-12,2026-09-07,weekend,00-06,UP,resolved,389,10728.808776,6033.742017968424,9.661017,3.003,61.428572,57.0,0.43222222222222223,0.25787316305310576,1,2,,
btc-updown-15m-1789212600,1789212600,2026-09-12,2026-09-07,weekend,06-12,UP,resolved,438,16370.881154,10353.081840993395,15.311991500000001,2.780488,100.0,25.0,0.4866666666666667,0.41378765405603374,5,2,,
btc-updown-15m-1789234200,1789234200,2026-09-12,2026-09-07,weekend,12-18,DOWN,resolved,526,21071.76565,11372.901385114392,13.916666,2.531642,90.0,61.0,0.5844444444444444,4.452180450131316,5,2,,
btc-updown-15m-1789245000,1789245000,2026-09-12,2026-09-07,weekend,12-18,DOWN,resolved,971,35556.175477,18032.727367983764,13.35,4.54,95.98,31.0,1.0788888888888888,4.139404640828328,36,2,,
btc-updown-15m-1789255800,1789255800,2026-09-12,2026-09-07,weekend,18-24,DOWN,resolved,770,28658.286853999998,14112.334784094044,10.133334,3.71,100.0,20.0,0.8555555555555555,2.756665012095085,13,2,,
btc-updown-15m-1789299000,1789299000,2026-09-13,2026-09-07,weekend,06-12,UP,resolved,331,11894.7727,7064.789004034658,11.111112,3.225807,92.23077,87.0,0.36777777777777776,0.2976920302529663,3,2,,
btc-updown-15m-1789309800,1789309800,2026-09-13,2026-09-07,weekend,06-12,UP,resolved,621,30309.49321,11920.63662589595,10.0,2.788462,75.0,57.0,0.69,0.8119507941942689,18,2,,
btc-updown-15m-1789320600,1789320600,2026-09-13,2026-09-07,weekend,12-18,DOWN,resolved,340,12065.245564,6381.303698094476,11.152571,2.1,67.933334,42.0,0.37777777777777777,2.1950217498509152,11,2,,
btc-updown-15m-1789331400,1789331400,2026-09-13,2026-09-07,weekend,12-18,DOWN,resolved,718,20551.471695,10211.690942020063,10.0,2.857143,64.0,23.0,0.7977777777777778,3.3506316714376014,36,2,,
btc-updown-15m-1789342200,1789342200,2026-09-13,2026-09-07,weekend,18-24,UP,resolved,547,18537.789141,8921.79064013189,10.0,3.846154,83.548667,68.0,0.6077777777777778,0.3896531488424055,9,2,,
btc-updown-15m-1789353000,1789353000,2026-09-13,2026-09-07,weekend,18-24,DOWN,resolved,1024,40175.430067,19535.68715195249,10.0,3.87,80.0,21.0,1.1377777777777778,1.9235027432822975,16,2,,
btc-updown-15m-1789369200,1789369200,2026-09-14,2026-09-14,weekday,00-06,UP,resolved,753,22729.593059,12155.06664599277,11.2,2.272728,62.78,61.0,0.8366666666666667,0.5783438434792264,9,2,,
btc-updown-15m-1789390800,1789390800,2026-09-14,2026-09-14,weekday,06-12,UP,resolved,1529,63838.468162,33481.928757017566,10.0,2.985075,98.374445,18.0,1.698888888888889,2.5318236240579464,48,2,,
btc-updown-15m-1789434000,1789434000,2026-09-14,2026-09-14,weekday,18-24,DOWN,resolved,637,37236.527127,13307.69043397966,13.936709,3.333334,83.44,27.0,0.7077777777777777,4.170738749260639,5,2,,
btc-updown-15m-1789455600,1789455600,2026-09-15,2026-09-14,weekday,00-06,DOWN,resolved,887,28525.924044,14066.229324024958,13.01,2.380953,78.69,15.0,0.9855555555555555,3.823006340520424,18,2,,
btc-updown-15m-1789498800,1789498800,2026-09-15,2026-09-14,weekday,12-18,DOWN,resolved,1002,27935.875608,15480.32210602526,10.6125,2.272728,75.0,12.0,1.1133333333333333,2.4864787604594594,38,2,,
btc-updown-15m-1789563600,1789563600,2026-09-16,2026-09-14,weekday,06-12,DOWN,resolved,524,20068.825476,10422.901848928896,10.929783,3.33333,78.33,32.0,0.5822222222222222,6.1902375356179355,2,2,,
btc-updown-15m-1789585200,1789585200,2026-09-16,2026-09-14,weekday,12-18,UP,resolved,719,22183.882309,12633.438617000025,11.049111,3.797466,68.0,41.0,0.7988888888888889,0.41170525731156293,8,2,,
btc-updown-15m-1789606800,1789606800,2026-09-16,2026-09-14,weekday,18-24,DOWN,resolved,638,23593.32989,10704.751678012208,13.275,4.09,60.97174,39.0,0.7088888888888889,3.081079919159595,9,2,,
btc-updown-15m-1789628400,1789628400,2026-09-17,2026-09-14,weekday,00-06,UP,resolved,434,10238.035703,6094.281549991025,12.084415,2.941177,45.0,52.0,0.4822222222222222,0.53309744876273,8,2,,
btc-updown-15m-1789671600,1789671600,2026-09-17,2026-09-14,weekday,12-18,DOWN,resolved,631,16684.348181,9097.826456026989,10.0,2.941177,60.5,30.0,0.7011111111111111,1.7341304996567408,19,2,,
btc-updown-15m-1789714800,1789714800,2026-09-18,2026-09-14,weekday,00-06,UP,resolved,1132,31203.322552999998,16174.417095989573,7.0,1.587302,60.17,29.0,1.2577777777777779,0.6302855861949201,17,2,,
btc-updown-15m-1789736400,1789736400,2026-09-18,2026-09-14,weekday,06-12,DOWN,resolved,1040,24767.971377,13209.834315988315,8.0,2.173914,50.0,33.0,1.1555555555555554,2.3399889072769224,27,2,,
btc-updown-15m-1789779600,1789779600,2026-09-18,2026-09-14,weekday,18-24,DOWN,resolved,622,23242.754697,11845.917401015264,10.0,3.666667,80.0,80.0,0.6911111111111111,3.0392604975270863,11,2,,
btc-updown-15m-1789795800,1789795800,2026-09-19,2026-09-14,weekend,00-06,DOWN,resolved,638,17811.922056,9550.406635979087,10.0,4.068492,63.0,54.0,0.7088888888888889,1.686960152639734,22,2,,
btc-updown-15m-1789806600,1789806600,2026-09-19,2026-09-14,weekend,00-06,UP,resolved,513,14056.622818,8852.1034440102,9.090908,2.791045,62.4,29.0,0.57,0.4014356091896927,7,2,,
btc-updown-15m-1789817400,1789817400,2026-09-19,2026-09-14,weekend,06-12,UP,resolved,1090,37090.089791,18803.562536912465,10.0,4.6875,85.333334,27.0,1.211111111111111,1.0924177719181434,14,2,,
btc-updown-15m-1789839000,1789839000,2026-09-19,2026-09-14,weekend,12-18,DOWN,resolved,0,0,0,,,,900,0.0,,0,2,,
btc-updown-15m-1789849800,1789849800,2026-09-19,2026-09-14,weekend,12-18,UP,resolved,952,19241.841973,10357.225922008478,10.0,2.08,45.23,42.0,1.0577777777777777,2.485039167099879,21,2,,
btc-updown-15m-1789860600,1789860600,2026-09-19,2026-09-14,weekend,18-24,DOWN,resolved,2041,93359.144162,51596.90694691554,11.111112,5.0,98.2,30.0,2.267777777777778,1.8971135686110292,8,2,,
btc-updown-15m-1789871400,1789871400,2026-09-19,2026-09-14,weekend,18-24,DOWN,resolved,759,26734.694401,14632.265545953327,8.457143,2.531646,80.0,83.0,0.8433333333333334,3.369785822334305,6,2,,
btc-updown-15m-1789882200,1789882200,2026-09-20,2026-09-14,weekend,00-06,DOWN,resolved,726,21362.021674,11957.089576878681,7.365,2.5,52.0,24.0,0.8066666666666666,2.7988156591586497,19,2,,
btc-updown-15m-1789893000,1789893000,2026-09-20,2026-09-14,weekend,00-06,DOWN,resolved,465,11421.810934,6643.942637970314,9.0,2.105262,60.0,67.0,0.5166666666666667,2.705134014080386,7,2,,
btc-updown-15m-1789903800,1789903800,2026-09-20,2026-09-14,weekend,06-12,UP,resolved,638,24409.863727,13853.755235035735,10.0,3.803,90.34,42.0,0.7088888888888889,0.28772579235787593,1,2,,
btc-updown-15m-1789914600,1789914600,2026-09-20,2026-09-14,weekend,06-12,UP,resolved,442,11450.382222,6126.80720000393,7.0,2.272725,51.0,57.0,0.4911111111111111,0.37183857380189356,2,2,,
btc-updown-15m-1789925400,1789925400,2026-09-20,2026-09-14,weekend,12-18,UP,resolved,540,26653.085945,11246.44266412027,10.5,3.0,90.0,34.0,0.6,0.3359317910312838,3,2,,
btc-updown-15m-1789947000,1789947000,2026-09-20,2026-09-14,weekend,18-24,UP,resolved,571,20213.72244,9693.316284019811,13.0,4.0,85.0,44.0,0.6344444444444445,0.7865491945434584,19,2,,
