market_slug,weekend_et,weekend_utc,public_status,public_trade_count,public_volume_shares,public_volume_usdc_estimate,median_trade_size,p10_trade_size,p90_trade_size,max_no_trade_interval_sec,trade_frequency_per_sec,price_history_points,realized_volatility,price_jump_count_gt_5c,historical_spread,historical_l2_depth,price_history_source,signal_observations,entry_attempts,submitted_orders,filled_orders,cancelled_orders,stop_loss_exits,emergency_exits,spread,depth_1c,depth_2c,depth_5c,quote_age_sec,quote_update_rate,trade_frequency,recent_volume,liquidity_score,liquidity_score_feature_count,market_start_epoch,sample_group,sample_frame_start,sample_frame_end,local_date,local_hour,time_bucket,week_index,entry_edge_samples,local_quote_samples,fill_markout_samples,top_bid_size_median,top_ask_size_median,depth_source
btc-updown-15m-1788783300,False,False,,,,,,,,,,,,,,,,290,0,0,0,0,0,0,0.01,,,,1.035134,0.3954434375974419,,,0.6485803985803985,3,,,,,,,,,145,206,0,179.74,177.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788784200,False,False,,,,,,,,,,,,,,,,410,0,0,0,0,0,0,0.01,,,,1.1737382,0.3885953491458897,,,0.31409656409656406,3,,,,,,,,,205,350,0,180.5,178.66,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788785100,False,False,,,,,,,,,,,,,,,,436,0,0,0,0,0,0,0.01,,,,1.1435029499999998,0.3963526824548339,,,0.4716762216762217,3,,,,,,,,,218,357,0,198.35,192.94,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788786000,False,False,,,,,,,,,,,,,,,,448,0,0,0,0,0,0,0.01,,,,1.0385799,0.3944135672348697,,,0.6047638547638547,3,,,,,,,,,224,355,0,192.45,183.6,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788786900,False,False,,,,,,,,,,,,,,,,160,0,0,0,0,0,0,0.01,,,,1.0480814999999999,0.35980355043695184,,,0.38252213252213246,3,,,,,,,,,80,282,0,165.0,165.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788787800,False,False,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,0.3978892488185209,,,,1,,,,,,,,,0,46,0,151.935,151.935,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788788700,False,False,,,,,,,,,,,,,,,,346,0,0,0,0,0,0,0.01,,,,1.047434,0.39285320785294353,,,0.5327112827112828,3,,,,,,,,,173,311,0,107.0,113.93,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788789600,False,False,,,,,,,,,,,,,,,,452,0,0,0,0,0,0,0.01,,,,1.067349,0.39067785487675016,,,0.4408466908466908,3,,,,,,,,,226,351,0,200.53,206.19,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788790500,False,False,,,,,,,,,,,,,,,,488,0,0,0,0,0,0,0.01,,,,1.0513891000000002,0.38849894880811575,,,0.45679770679770676,3,,,,,,,,,244,350,0,177.04000000000002,176.04000000000002,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788791400,False,False,,,,,,,,,,,,,,,,490,0,0,0,0,0,0,0.01,,,,1.0467368,0.38387882044533395,,,0.4491341991341991,3,,,,,,,,,245,346,0,108.715,107.38,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788792300,False,False,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,0.31991745083497547,,,,1,,,,,,,,,0,160,0,213.13,210.47,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788794100,False,False,,,,,,,,,,,,,,,,402,0,0,0,0,0,0,0.01,,,,1.0383409,0.39344772871528466,,,0.5817343317343318,3,,,,,,,,,201,298,0,108.67,108.67,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788795000,False,False,,,,,,,,,,,,,,,,464,0,0,0,0,0,0,0.01,,,,1.0584424000000001,0.3915006031066791,,,0.46613821613821615,3,,,,,,,,,232,352,0,220.845,220.845,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788795900,False,False,,,,,,,,,,,,,,,,494,0,0,0,0,0,0,0.01,,,,1.049169,0.3930349306810695,,,0.5308587808587808,3,,,,,,,,,247,354,0,160.0,155.865,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788796800,False,False,,,,,,,,,,,,,,,,490,0,0,0,0,0,0,0.01,,,,1.0544898,0.39147571948639354,,,0.4767072267072267,3,,,,,,,,,245,352,0,178.96499999999997,178.96499999999997,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788797700,False,False,,,,,,,,,,,,,,,,356,0,0,0,0,0,0,0.01,,,,1.0795655499999999,0.33519669586248135,,,0.27655902655902653,3,,,,,,,,,178,301,0,189.98,190.23,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788798600,False,False,,,,,,,,,,,,,,,,440,0,0,0,0,0,0,0.01,,,,1.13152685,0.39853265945784566,,,0.5324577824577824,3,,,,,,,,,220,358,0,240.39,240.39,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788799500,False,False,,,,,,,,,,,,,,,,458,0,0,0,0,0,0,0.01,,,,1.0234628,0.39830364374811694,,,0.7684275184275184,3,,,,,,,,,229,358,0,130.0,130.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788800400,False,False,,,,,,,,,,,,,,,,330,0,0,0,0,0,0,0.01,,,,1.0640912,0.3946729963777706,,,0.5234487734487734,3,,,,,,,,,165,354,0,172.82,172.82,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788801300,False,False,,,,,,,,,,,,,,,,268,0,0,0,0,0,0,0.01,,,,1.0364786,0.36622618854510136,,,0.45792870792870793,3,,,,,,,,,134,330,0,175.0,175.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788802200,False,False,,,,,,,,,,,,,,,,464,0,0,0,0,0,0,0.01,,,,1.0524594999999999,0.3953600693720383,,,0.5706778206778207,3,,,,,,,,,232,356,0,160.0,160.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
