metric,paired_weeks,weekday_weekly_mean,weekend_weekly_mean,weekend_minus_weekday,bootstrap_ci95_low,bootstrap_ci95_high,paired_sign_flip_p,weekend_lower_weeks
public_trade_count,8,913.1125000000001,846.485119047619,-66.627380952381,-203.7301636904762,85.9907738095238,0.4453125,6
public_volume_shares,8,26468.480788004166,22833.76932542411,-3634.711462580059,-8739.207511353572,2777.685337338393,0.28125,6
median_trade_size,8,8.971535404166666,8.73494278125,-0.23659262291666638,-1.2001161539918153,0.7406205529761904,0.6875,4
max_no_trade_interval_sec,8,65.29583333333333,46.69345238095238,-18.60238095238095,-55.90497023809524,16.484129464285683,0.3125,4
realized_volatility,7,0.6368353961188135,0.673138003224354,0.03630260710554056,-0.024865412805815796,0.10038013376839447,0.359375,3
