market_slug,condition_id,token_ids,identity_source,gamma_status,trade_fetch_status,trade_rows_raw,trade_rows_matched,trade_identity_mismatch_count,trade_error_code,trade_error_endpoint,price_fetch_status,price_points,price_error_code,price_error_endpoint,gamma_error_code,gamma_error_endpoint,cache_used,fetch_status,error_code,error_stage,error_endpoint,error_message
btc-updown-15m-1788961500,0xef1e2a3f78808d0ab6324b178bfa32f9d606dceee187748099f5cc343a9ef4a7,"[""31852785402184132722528826345018981540467279185024678627003820919515459904409"", ""32068096407214753750229387274107591499740598141813129150853486358380484702505""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788961500-14c329e940.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788962400,0x6707fee9bc587e57365196d18f97e9cbb203116dd6b6de49788a8007ebfbcd82,"[""33385253269844420109228558949232756358849897904148454328569659405360315837681"", ""5365446798232125936445759496391006939051303318937969588805879334672688597991""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788962400-7479d9b95d.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788963300,0xf91f666555283c7a9f3376f906020aed337695cf11513c3e89897ec940856ffc,"[""28948173998065119018388665886253750047048169847256578262775404092621369206967"", ""47729929253699100497733057626431528330381499045404681078454896202159163927828""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788963300-769b893a30.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788964200,0x2aa091f02eb58bc6cd12070e61b783e5b87cdee102cb7c5db4f3ae1968e99626,"[""106116934173134213013626613535671900201662004288750090813609326975001152667341""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788964200-f122d7599c.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788965100,0x7affdb58683c121ae50e90e713b7f48b65966b06ce069a404214f51a5b09853e,"[""106333945828272013257839783964849000378407384720870497998163617224934180227096"", ""35586791131430064020671016639993788217367742772753600232966289795639995759109""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788965100-e591b64656.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788966000,0x29b60978ad1cf336217f1dba4f9779a189f804bb84ae76a9eb08c142137c0dee,"[""1181754777807911917269054215323544973967685256264095743985607111574445195286"", ""27933597412796754301011805060220422775914778998675397093803530463689714863388""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788966000-9782930f51.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788966900,0x271a4aa7abd8fef350894991f798fcbd2ee0569f8a42195589aca6c179cae5db,"[""91064254062851420939429106122641459402520679669093503024221364307404120097617""]",LOCAL_INSTRUMENT_ID,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788966900-bc2f5947be.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788967800,0x6cb227df60c66517d61b97081a0fca2334d2b6fb334dbe97345cc0dc1cb5f000,"[""8323388128014415905979039486377263020755043345566752582191684328729450639451""]",LOCAL_INSTRUMENT_ID,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788967800-247483d75b.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788968700,0xe539fc1111ffac0e2581c1f1247a673197b5265a68f6e9562db9d7417f08cb6d,"[""70282913278312529256507164484969092307899866168600514715696379572969832823122"", ""76383055647440681047241750904178253950812179658571769974169602393963839489004""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788968700-ebde2b196c.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788969600,0x4480df062450519a8f39602c25a4fdaa75f8f0174911981225bece95f699a189,"[""101095773371030602780717649172075222342493594447313870713864879901192202211003"", ""69213536423999195882060104588393692280389316198036674968622700330965673432688""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788969600-f986dc5662.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788970500,0x4ff2e55a2a1ff33d791549d7342aea20d68d0a925b0a50ef58e64ff04b7dbe36,"[""30425670473394034000176017172317909793940747594082972080525891778179392535607"", ""85398387197887534570073181983766086496587892628208572699078066505137737158420""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788970500-55e0d213e3.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788971400,0x50b7d2bda95fe892092af4ea57d23b6f729871a5c706464a63972d78b41cec3d,"[""4511648983209280246308619979546262714339650152794444985275841807360018828436""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788971400-21ef08a438.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788972300,0x84407aefc55c8408a3f12beaa11637b0e8dca8351814e0066c777c5223a4a0a5,"[""75888953972399186292203298469597786911028797233875283104534199984488714801320"", ""98485524239832816707594867655928266724434765534961605999977867138049074474992""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788972300-182d64b2f4.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788973200,0xaaa43bd10731b1201b5321c1ffc52aeb7ff427d8b5a093840173dc19b61053fe,"[""54464474937585260595867411406588976409890181177846903790969266105392583250012"", ""75810299405160558551567498237026723420010380531998718846954025833967082816569""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788973200-106b808731.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788974100,0x8bd395627b5e9f5a5d5f29e1a3bfd8cc4ac20825cfa2eec20cbe4c2c77778227,"[""142426479088197770426326556870549844105456529900279637411111695249593458192"", ""34898657611151156268048112517032247422517764737010372728221182897366082087815""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788974100-15daf7642a.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788975000,0xc350d9275bea331c887cff5bdc771bc224676a23d54369f7d82429b8e7daf928,"[""31996080857757167325501234740332323139791483630646175644759039415604980852004"", ""57320321885144579019964607116333317766768372849610531255135199159638658466145""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788975000-a432e39ca7.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788975900,0x68e4dd66581537ed29145735018dab17bbb2db5c5f21d57086435e3566825fa7,"[""3415389354183939731371050277160820832232541575523222036806740416101791488309"", ""90558494115155053667251737088001063881157334940682517622744179948074302352228""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788975900-174a7e4b8c.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788976800,0x9fb9e4c8f82f0a261731594d6a45e0f15f320f522de6b46d6d8b71ab5aad2388,"[""21359253230231785541176745047802815644841767211367419069602905357131185185060"", ""96016573769563491313224462430377662182315073765300341580894767109459348520747""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788976800-a24a85402a.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788977700,0x8b13b6f269c5d85050d6ebacde454286f9b08b7f56b0d77f3cce94dd3428190e,"[""5192026291488412227736789665562134002669983506704515042599070786596393044102"", ""5453617797570965718550423481716269043381424994184642277335569782930116925142""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788977700-fc7360f62c.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788978600,0xe3add6d12cadf4b2dbf28b8667cb599f825625a48bd8ea1acf53c915447306c4,"[""57412491420683139541382452299573837025296930335604965671990493834473316098973"", ""81516810706896146975078753361249832578136808832686396495125654741517662272648""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788978600-a663147571.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788979500,0x6398076ec1934a33ce99947d6f6621ecd465cee81c1f870f764f026a06f2cfe7,"[""82942959634557802623474775652551175525681758237922619342890288491195946421001"", ""91728103115421667316270638717110832716469380844988252000003213022267725406649""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788979500-604350abc2.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788980400,0x290ea594d211b8f9b13932525099035c38d98a460f32748a010cbb8e4d94dd59,"[""31306055658772351390095105283727718022361064067555911582935470304867489492314"", ""96993215693570488419381512214626130888907844820410606502537270548067495657070""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788980400-72bd7ecae1.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788981300,0x4ada79c5659a8648cda974b5ea394b1f332adce02e3456b83233196983ffde3a,"[""115295869728745247454951377052593192836583107328555694835024975025221182235001""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788981300-ef8aa59a61.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788982200,0x4d0e1e43916a7d6289de5e1102e8d941676899cf01e1e737cac2e7ce0e8e7116,"[""108489251129786284562809558247820403830135413805775272372379522770300871464765"", ""76803967597817567549706214869359683071690059634404276901984510668877581736457""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788982200-cc1f82dd1f.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788983100,0x2fa1d173dc1bd785b3615d83dfdbc00066b3ae245650bdef48eb4454a36181bb,"[""27280153806729090771246812722429379433487430113934698716987604554457076747871"", ""50408687334433409062072666721749150446011505179681263518864907514232308385071""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788983100-6e0478511c.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788984000,0x24b9ec3f570bd971315f979d32f3bc61d7c5bdefa7a42fe584ed7b3955a787f7,"[""19315418250064822880972470358438217915383773797132778890744013754568309130724"", ""76919984772061217004449641376520276428611722765385242824170309143171933835540""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788984000-d5c1a3f287.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788984900,0xc373c44e9fe97a395857bfefa660303f36153b77ca856bc06fcea8c0ee6d9aff,"[""90975245107989599552783976164576438262602644494421918880676216347231796850447"", ""99704254505437081553398679329330389078626666612819118441498236551963342162478""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788984900-7f169ccc40.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788985800,0x9ab84bc7d0301c88b25af0cbff0b7a49f132034c198f3c68c983d665f4204b5c,"[""20998751027060956822947692983145959199296216875649378182135562648838444574383""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788985800-0993d0095b.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788986700,0xe8aeff6061bb7035a6bc355cdad0e011999daf623724896e2e4bbf3173c02957,"[""110831633697442764947303891567816033129534877919956432497423014661870035307036"", ""43960905392894679462409015494303909657403651089992847735289248889485114635632""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788986700-583227d7f6.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788987600,0x20cff6971ac16538f3d2e6a11b21889b12b9cd43c0240ea027da93af89f8b8d0,"[""11613946208806877649435331553284177690831690790496134110302334009677247114594"", ""57546519559358019172308192028698419256934500462090567598245686450686787324185""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788987600-6feb65a4eb.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788988500,0x04fb6bf57c549a6557e2394b80c9f9f6ee0316fd87bc9aa56b26adb35da60ae9,"[""42908599504655265614590895351486860896681711216900191211553504103673497634929"", ""83603373594411492641443878209151636353292893553663168402685043216866130912756""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788988500-d346f29a8a.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788989400,0xac53a0fde49d5b18cfa614fd0f2bb01e97424c09f5e5dbb0a36cdadbc0eb3b27,"[""41783517711767779111803055042938968586153356768814146410249485984208041457473"", ""60201785917880142824533955639303888456619100297755246879839130793815608452601""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788989400-091660eb98.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788990300,0x3ec70d709f762a6938d01b72bcec79e6e322b1052a0c92b648657ee854763235,"[""78124256938797880359990522209112566855954428869574529837476296595605858426951"", ""80263091644410408964476931595950060390607532556620050770005960583045453466762""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788990300-5610ad9869.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788991200,0x3fab6f2baf9ef208969c2d243c21d2a5361597a1695d888e202b6548673f8524,"[""42402917567977451565367202518728104746968724615689165166093522628028486772334"", ""69488784366946619346722513236685304139959385544731621556277922035218396316223""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788991200-6f4036c67d.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788992100,0x2103bfc832a6dba4a8c90da2fea9799a0924d7507e3a446d5288980822cde33e,"[""111004609200495055454295698373302822958298802495351902079720691318598668167003"", ""14946241920601094273836306177365389350245257648664727108748568663957448646123""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788992100-ad050c4dc5.json,offline mode: no reusable structured cache entry
btc-updown-15m-1788993000,0x54631865077f64dfb88fb43d8d003934de3bf4147ec345cf5c7a82102a331248,"[""76080920334664128760705554053538013653620462156019509455756002844158206333556"", ""84054628490179591593305903410320546773443391949563712111557945189974248393052""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1788993000-f8baa4f894.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789040700,0x3a3e212e8f91d522135e75a5b7818e20a6aadb1653e34ceae0497ea9ccf10a77,"[""39098711138024838920945865105239984078387674171440824616187792477945631650717"", ""82640048595523445018891935805674255942863685432439846784320259346903019567303""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789040700-a34dfd200e.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789041600,0x47483ee81451813363dfbfdcbc71b2d35164614e45e222652085256dc07f7bd1,"[""28910791659169365172144429939671587671521699338686882543014308948907020091409"", ""84201768708205956175071563170327985290296695690875254261679091656032226089511""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789041600-1e04ee8b5c.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789042500,0xc6fb5427e93aef0669b0f127a563d3fa196e40f5c4acab8c52ce87c96ad9acd8,"[""55649898193053398697569546272083775533309840060155138088337836390229403605497"", ""7697385365869990735206298901277247705988851517179339187393620621685502217080""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789042500-cd758a7d25.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789043400,0x1b8c9fa5d4b819220b5fa4a1aec664d1a2f25e13467e46e33c5776c0fa1c14a2,"[""29734683213298980633257618859037476523082724358762419566406518155175156054524"", ""93764769856407477335356624004588344805148938242597061186079453548973368140395""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789043400-47b3d2315c.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789044300,0x57430b85aab9c6615ec60d5edd44c62e0abec565268efb8d25ccf809643022a0,"[""21637997008735614721380645372208182269943883142822158868307999905554474868731"", ""56377290103146322980734411616897559675005527504603861353366196828337529271942""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789044300-bc13aa6e13.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789045200,0x04977a733173af4c6399deb690a71015843a40ec5331827288aa7358fc3c8509,"[""57323926388342537956157922536850433698847967357230101200763331289676387230870""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789045200-0de3fb0581.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789046100,0x05605d11fd2c76e34c5345e187937812fc427771962bea50bb155bcb6d58aca4,"[""111114097344078426059509941521746227069792247645538568238067242233938753263851"", ""55575981785940296080410092073451765996830777011021895836111926512335769359712""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789046100-f07e48b64f.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789047000,0x74cb1a6552b9537ceaf63767567a1f05ffd6faa6844e055b3fd788cdb926fffc,"[""61338684679268028344209262916609234006775315605269435204442719425184904672980"", ""76652708060744757157589675322920242025652472360374646745983735323635373828969""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789047000-21f17500da.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789047900,0x640320129e152a9ed12ce42d7477cbbbfc3635404fe97b5e7fe3603f45ec1fbb,"[""398077197787463692827700006155922779702922977369773513793753168857613171647""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789047900-1d28b12fe0.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789048800,0xe0126491dd3a2f1b42bdf70c7ee294e4373854a7922e75621a6b2cd648649539,"[""110810248544842088009162168421145770579229174991373814692119683505812326603114"", ""92912522221079604251896641726299381058071922811926910277515288386052925203948""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789048800-94a1e20ef6.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789049700,0xc6feca83747d43666c73cb40386fa7f81279a831aba2a567bb6f8dd6867bc781,"[""37163439524063149063756980383598421773925223895576763867050111946639001491194"", ""65297736359334747420908403688970125276308475412121861902485799598976458787491""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789049700-3765a13c26.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789050600,0xc15743b9e12b7092e7c69741b5267719f368af5c62e59ef1c16648d6c0e0d969,"[""57283875155883702400022090246467614028130884254369162309273122797550213532358"", ""71137995721038559189569895148419642349063370832195061977066206284332282735972""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789050600-55e8082e76.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789051500,0x5785f6365c3bfa8bb7f75aacb85b45c81b1a903e8b01a930283885a6a20e91d3,"[""92976378603322901461781119375416814181094794114880412412586228534429103325623""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789051500-083c43742e.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789052400,0x5e65300019a0ce7c25f6f087101f8e73d1bbc18f9b364ec462530ce7d2735c92,"[""110845505512817174718152644201669940505384312767964789681218885406776591706428"", ""115237327375438319567235108674550016063987034330016996391632206661781208236488""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789052400-710672eb93.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789053300,0x58609ab4fa1e67924fd93baa43c6f8f1e9390914cf3a986428162e90e3c9bc8d,"[""60973135523490410082339745726635297201219489944851837576430719025418239618893"", ""70910682250766253503283693416193730498081851992634291739646422786706785701098""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789053300-79d54c7a8d.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789054200,0x3b25efb06baadfb1b98abe114b4c0383b1f3cb313a18ce171e686c09216ae400,"[""112287187494614208179712778869709646806779927263047884358888473756965608986243"", ""13478037376706166045201285278942982371703244993057954156694134589471993208709""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789054200-5532ea6aaa.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789055100,0x9f2391be2a318ec53dbcf139615fab2a250da340751c532f6ae90924f76ad2bf,"[""101814218952424713525165857201813084738346692001985825568205305802954203792930"", ""89383050059464225576707852985333247322622714067841943600911385743445202582880""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789055100-720f00e4ff.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789056000,0xcea5d06410bc7dd2763f799e685e3518aa38045ea3e98a67c2ffbacfb1876124,"[""112210344831971794273661011357643463032417581613172331242889750469801211963251"", ""65648073321714564237766777755816956751586657560829726589989347402379896432365""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789056000-ef5b6949b6.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789129800,0x7995de7fc21ca65997665692b1a390459ccb6017dd48879e305d99a7a25ee529,"[""94993459115115790157003813271670399441445496475420000477149847928880677755952""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789129800-afb5b9ad48.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789130700,0x52d8cf453f72f4d592bff60ecc2a89371e3914317877458151c233e0a746b9d5,"[""109776606138432983934592410837714184823378346948708601778821260219135195358627""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789130700-91f6e9e442.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789131600,0xdfe6b2e87716858811d406fec246cf971a9a5e93a41133297aac1e4c3b845622,"[""62243515066662973510471275425942330353166526908517759070749663024250126893997"", ""79925838034512002409366893926159300322493356663991094515322083570893578046228""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789131600-7df2af56a9.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789132500,0xf599c06482d2ea0ba6d570116e520bd2e340b6baae0ca64bd7e6430f3697a331,"[""11761222765450251939162319259239569441896987057833129979422474394373799988225"", ""32833417565094198977446163786087311676959159066797669883398658056236734114943""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789132500-9ce739d280.json,offline mode: no reusable structured cache entry
btc-updown-15m-1789133400,0x675b537f38db6507c21e12214f1bf0889e64cf91e26dcae9403c0319fc8c0455,"[""61102798766437533030244181259040220661249697683908275129345029470498184670546"", ""87839310369107937641475976065690141443915091900011695540934503152826924536966""]",LOCAL_JOURNAL,not_fetched,not_fetched,,,,,,not_fetched,,,,,,False,NOT_FETCHED,not_fetched_offline,cache_lookup,data/polymarket_history/btc-updown-15m-1789133400-4f16b92235.json,offline mode: no reusable structured cache entry
